system:index,NDVI,aspect,b1,b10,b11,b12,b13,b14,b15,b16,b17,b18,b19,b2,b3,b4,b5,b6,b7,b8,b9,CHM,eastness,elevation,GHMI,landcover,month,NARI,NCRI,northness,random,slope,snow_cover,snow_depth,species,SWE,year,.geo
229_0_0,0.634891394,168,0.8491821,9.771118,-8.485382,1923.7257,284.84897,54.14646,54.14646,721.2864,265.56616,677.2168,327.11554,0.8491821,0.8491821,0.8491821,16.493225,-3.512146,-3.512146,9.234436,-7.1984863,1,0.207911691,2017,0.11424532,333,3,0.1784305,0.23130713,-0.978147601,0.616400911,14,47.87432647,0.317523697,Lagopus muta,0.090866081,2023,"{""geodesic"":false,""type"":""Point"",""coordinates"":[14.229166666666666,47.61249999999999]}"
230_0_0,0.647945622,25,3.6184387,12.535461,-5.8650513,1577.3876,239.71237,45.647823,45.647823,590.11285,222.0928,544.0384,279.09967,3.6184387,3.6184387,3.6184387,19.202728,-0.6399536,-0.6399536,11.119995,-3.13385,0,0.422618262,1346,0.11739838,313,3,0.13294797,0.37420177,0.906307787,0.916150705,8,41.98115297,0.200497733,Lagopus muta,0.053427006,2023,"{""geodesic"":false,""type"":""Point"",""coordinates"":[14.679166666666667,47.62083333333332]}"
232_0_0,0.686882151,54,1.8349609,10.713593,-7.7453613,1327.1338,205.00935,34.216717,34.216717,531.6494,147.32372,549.6628,170.72627,1.8349609,1.8349609,1.8349609,17.343445,-2.4664001,-2.4664001,12.12085,-7.151825,0,0.809016994,1814,0.08022451,321,4,0.09368419,0.27897298,0.587785252,0.755392706,8,26.69343452,0.063482296,Lagopus muta,0.01309132,2023,"{""geodesic"":false,""type"":""Point"",""coordinates"":[14.829166666666666,47.06249999999999]}"
233_0_0,0.679789994,154,0.6802063,9.727173,-8.905212,1224.4933,174.8256,36.63078,36.63078,450.6663,159.70734,463.709,187.69824,0.6802063,0.6802063,0.6802063,16.642029,-3.583313,-3.583313,9.914154,-8.413483,0,0.438371147,2093,0.009946341,321,4,0.31272504,0.29488546,-0.898794046,0.209733958,2,50.25531832,0.280130438,Lagopus muta,0.079311738,2023,"{""geodesic"":false,""type"":""Point"",""coordinates"":[13.779166666666665,47.02083333333332]}"
234_0_0,0.650827165,71,0.6609802,9.806732,-9.2439575,1241.3588,176.48927,35.23019,35.23019,445.03336,158.63057,455.40466,190.9305,0.6609802,0.6609802,0.6609802,16.850739,-3.8490906,-3.8490906,8.763947,-8.419342,2,0.945518576,1845,0.06746292,321,5,0.31733745,0.3333995,0.325568154,0.883565197,14,37.71851855,0.155655847,Lagopus muta,0.040547726,2023,"{""geodesic"":false,""type"":""Point"",""coordinates"":[13.6375,46.82916666666666]}"
235_0_0,0.491889568,255,-3.322754,5.7221985,-12.707092,1631.5272,230.98598,49.415432,49.415432,612.19006,222.31169,625.42664,260.26422,-3.322754,-3.322754,-3.322754,12.373962,-7.3304443,-7.3304443,6.7989197,-11.467499,0,-0.965925826,2511,0.036182817,333,5,0.07106697,0.0115937,-0.258819045,0.155919753,19,67.50264102,0.85183052,Lagopus muta,0.250648728,2023,"{""geodesic"":false,""type"":""Point"",""coordinates"":[12.779166666666665,47.07916666666666]}"
236_0_0,0.504479226,331,-2.662445,6.6767273,-12.337097,1215.8611,184.8566,34.92726,34.92726,438.84625,175.1004,399.9002,228.27519,-2.662445,-2.662445,-2.662445,13.417267,-7.114746,-7.114746,4.7095337,-8.882202,0,-0.48480962,2419,0.026012374,321,5,0.22495,0.22635448,0.874619707,0.407066589,12,78.42036485,12.09040328,Lagopus muta,3.621316149,2023,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.712499999999995,46.879166666666656]}"
237_0_0,0.694689006,202,1.1143494,10.079163,-8.302795,1377.7955,196.80579,42.34312,42.34312,505.8162,196.37968,496.43845,231.04256,1.1143494,1.1143494,1.1143494,16.932648,-3.1400146,-3.1400146,9.849915,-6.658142,8,-0.374606593,1969,0.052558694,321,5,0.14261793,0.21016245,-0.927183855,0.690448069,18,50.98124915,0.35318181,Lagopus muta,0.102978096,2023,"{""geodesic"":false,""type"":""Point"",""coordinates"":[13.837499999999999,47.20416666666666]}"
240_0_0,0.327777834,39,-4.232727,5.1838684,-14.012573,1217.1877,184.64418,35.402668,35.402668,439.4283,174.83359,406.09946,227.4033,-4.232727,-4.232727,-4.232727,12.013733,-8.783051,-8.783051,3.512085,-10.614532,0,0.629320391,2697,0.05838143,332,5,0.03644745,0.020282384,0.777145961,0.201186004,14,78.42036485,12.09040328,Lagopus muta,3.621316149,2023,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.704166666666662,46.87083333333332]}"
244_0_0,0.563652385,62,-1.9013367,7.110382,-11.245514,1611.0012,230.85017,48.186424,48.186424,602.6273,220.41718,601.9584,260.35587,-1.9013367,-1.9013367,-1.9013367,13.709717,-5.87677,-5.87677,7.612335,-9.859833,0,0.882947593,2238,0.17156906,321,5,0.24460503,0.18605953,0.469471563,0.459922955,17,67.50264102,0.85183052,Lagopus muta,0.250648728,2023,"{""geodesic"":false,""type"":""Point"",""coordinates"":[12.837499999999999,47.095833333333324]}"
245_0_0,0.589392082,130,-1.2528992,8.026215,-11.134705,1405.7727,210.9031,37.57525,37.57525,526.2816,172.36589,509.91043,208.7388,-1.2528992,-1.2528992,-1.2528992,14.837952,-5.5582275,-5.5582275,7.256378,-9.291199,0,0.766044443,2341,0.072908826,321,5,0.085157685,0.110139176,-0.64278761,0.245836307,20,57.43609995,0.44015727,Lagopus muta,0.123478067,2023,"{""geodesic"":false,""type"":""Point"",""coordinates"":[12.429166666666664,46.81249999999999]}"
246_0_0,0.656672358,86,0.023010254,8.889313,-9.324982,1543.008,228.47066,44.277992,44.277992,597.4544,199.6231,590.1601,229.43982,0.023010254,0.023010254,0.023010254,15.702728,-4.276764,-4.276764,9.4552,-8.535278,0,0.99756405,1983,0.00781421,321,5,0.2889937,0.23638994,0.069756474,0.995203216,19,42.55312669,0.182807557,Lagopus muta,0.047898972,2023,"{""geodesic"":false,""type"":""Point"",""coordinates"":[14.554166666666667,47.32916666666666]}"
247_0_0,0.479734029,116,0.14422607,9.082611,-9.363281,1912.6566,291.02737,52.14104,52.14104,690.9034,272.2932,622.66614,366.4516,0.14422607,0.14422607,0.14422607,15.614471,-4.32959,-4.32959,7.1788635,-5.287445,0,0.898794046,2052,0.1194606,333,5,0.14279267,0.13560577,-0.438371147,0.064321836,16,56.34069885,0.594021026,Lagopus muta,0.186311528,2023,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.012499999999996,47.18749999999999]}"
248_0_0,0.751184571,83,5.119232,13.559326,-3.7383728,1889.9081,284.95816,52.031933,52.031933,691.577,274.43536,630.6484,367.28665,5.119232,5.119232,5.119232,19.809479,1.0702515,1.0702515,11.329895,0.10336304,1,0.992546152,1196,0.4721601,231,6,0.27514637,0.3985175,0.121869343,0.148212651,7,55.87241198,0.56163521,Lagopus muta,0.173572336,2023,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.162499999999994,47.345833333333324]}"
249_0_0,0.61138358,104,-1.4841919,7.54068,-10.932465,1643.8843,257.00854,45.214104,45.214104,644.01025,216.35152,604.0625,255.78252,-1.4841919,-1.4841919,-1.4841919,14.290253,-5.8326416,-5.8326416,7.069336,-8.6987915,0,0.970295726,2208,0.07128805,333,6,0.16898419,0.1495326,-0.241921896,0.733828678,16,59.53175565,0.564831638,Lagopus muta,0.169362018,2023,"{""geodesic"":false,""type"":""Point"",""coordinates"":[11.362499999999997,47.07916666666666]}"
251_0_0,0.474694037,127,0.30569458,9.219543,-9.237091,1921.8865,296.34802,50.43331,50.43331,743.28687,252.87149,697.32947,308.87344,0.30569458,0.30569458,0.30569458,15.841583,-4.3294983,-4.3294983,8.519104,-6.776123,0,0.79863551,2055,0.082095265,321,6,0.17554033,0.18142818,-0.601815023,0.234431428,4,45.18133726,0.222435933,Lagopus muta,0.060426082,2023,"{""geodesic"":false,""type"":""Point"",""coordinates"":[11.787499999999998,47.45416666666666]}"
252_0_0,0.728455878,68,0.3793335,9.238098,-8.831055,1647.5957,238.54721,49.577484,49.577484,609.11633,234.00844,591.1329,273.76224,0.3793335,0.3793335,0.3793335,15.863068,-3.6973877,-3.6973877,9.058411,-6.941803,0,0.927183855,2026,0.043792117,321,6,0.28507,0.25583863,0.374606593,0.156974726,6,57.3058472,0.521918273,Lagopus muta,0.156565202,2023,"{""geodesic"":false,""type"":""Point"",""coordinates"":[12.945833333333331,47.23749999999999]}"
253_0_0,0.639087761,356,0.31671143,9.212952,-9.113861,1918.9271,292.66946,51.288986,51.288986,705.37396,269.93213,641.0456,360.90833,0.31671143,0.31671143,0.31671143,15.769562,-4.1575623,-4.1575623,7.7391357,-5.2654724,0,-0.069756474,2078,0.19071454,321,6,0.26757067,0.27980697,0.99756405,0.032755774,14,60.65120621,0.751359584,Lagopus muta,0.237500148,2023,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.162499999999994,47.20416666666666]}"
254_0_0,0.548481801,7,0.636261,9.501923,-8.755157,1914.2717,291.69687,51.231693,51.231693,704.0945,269.7754,640.00684,360.39993,0.636261,0.636261,0.636261,16.046265,-3.8110962,-3.8110962,8.017822,-4.9123535,0,0.121869343,1958,0.024545293,333,6,0.10228376,0.16308407,0.992546152,0.123950522,12,60.65120621,0.751359584,Lagopus muta,0.237500148,2023,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.170833333333329,47.20416666666666]}"
255_0_0,0.705056203,115,0.8199158,9.872833,-8.678406,1283.8989,183.11552,38.72293,38.72293,467.69272,174.1283,467.7234,207.83923,0.8199158,0.8199158,0.8199158,16.721252,-3.3327332,-3.3327332,9.621857,-7.656006,1,0.906307787,2014,0.095976025,321,6,0.14087856,0.19511454,-0.422618262,0.817884137,10,52.56938136,0.353063191,Lagopus muta,0.10237123,2023,"{""geodesic"":false,""type"":""Point"",""coordinates"":[13.645833333333332,47.04583333333333]}"
258_0_0,0.457540063,56,0.77246094,9.787445,-8.821228,2118.0017,315.8034,57.121056,57.121056,791.65265,292.0824,739.2687,367.83417,0.77246094,0.77246094,0.77246094,16.513062,-3.7988586,-3.7988586,9.343811,-6.6446533,0,0.829037573,2059,0.01117359,333,6,0.06367644,0.14516672,0.559192903,0.904772805,18,48.25136766,0.353388378,Lagopus muta,0.105124908,2023,"{""geodesic"":false,""type"":""Point"",""coordinates"":[13.062499999999998,47.562499999999986]}"
259_0_0,0.679204024,90,1.9576721,10.757172,-7.26001,1624.1609,252.20143,44.798737,44.798737,628.5059,219.59479,578.8762,260.83908,1.9576721,1.9576721,1.9576721,17.370148,-2.2842102,-2.2842102,9.583618,-4.7401733,12,1,1751,0.14114341,322,6,0.15137634,0.38721895,6.12E-17,0.3157066,23,59.53175565,0.564831638,Lagopus muta,0.169362018,2023,"{""geodesic"":false,""type"":""Point"",""coordinates"":[11.404166666666663,47.12083333333332]}"
260_0_0,0.584489223,317,1.2492371,10.164459,-8.417908,1796.2896,270.58286,51.670097,51.670097,637.133,264.02164,584.1908,347.31927,1.2492371,1.2492371,1.2492371,16.740936,-3.3782043,-3.3782043,8.104584,-4.292938,0,-0.68199836,1819,0.103969246,322,6,0.18310277,0.35137668,0.731353702,0.769329411,8,55.5806499,0.579366076,Lagopus muta,0.180847528,2023,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.754166666666661,47.06249999999999]}"
261_0_0,0.502035741,77,-0.90579224,8.020355,-10.220428,1506.417,218.01764,44.634487,44.634487,572.10144,201.84015,572.631,232.60219,-0.90579224,-0.90579224,-0.90579224,14.876617,-5.1763306,-5.1763306,8.668274,-9.4184265,0,0.974370065,2124,0.023164637,321,6,0.122986056,0.11191333,0.224951054,0.062957055,10,52.16898584,0.383940969,Lagopus muta,0.112740979,2023,"{""geodesic"":false,""type"":""Point"",""coordinates"":[14.1625,47.29583333333332]}"
262_0_0,0.674301998,207,0.27230835,9.191528,-9.032715,1680.8798,246.56381,48.536545,48.536545,635.29376,230.2193,607.7364,276.31656,0.27230835,0.27230835,0.27230835,15.987061,-4.0125732,-4.0125732,9.033447,-7.709656,0,-0.4539905,1934,0.026041284,321,6,0.29260844,0.26263607,-0.891006524,0.111963757,6,52.3610026,0.396598597,Lagopus muta,0.11742824,2023,"{""geodesic"":false,""type"":""Point"",""coordinates"":[14.229166666666666,47.42083333333332]}"
263_0_0,0.599674249,4,2.2101135,11.119965,-7.130066,2021.5385,303.04688,55.876873,55.876873,741.1762,284.4182,686.8377,367.30304,2.2101135,2.2101135,2.2101135,17.579834,-1.9881592,-1.9881592,9.92981,-4.233032,2,0.069756474,1704,0.033537593,333,6,0.14857079,0.30513462,0.99756405,0.350309599,17,47.64275591,0.327892549,Lagopus muta,0.096044353,2023,"{""geodesic"":false,""type"":""Point"",""coordinates"":[13.787499999999998,47.720833333333324]}"
264_0_0,0.599674249,4,2.2101135,11.119965,-7.130066,2021.5385,303.04688,55.876873,55.876873,741.1762,284.4182,686.8377,367.30304,2.2101135,2.2101135,2.2101135,17.579834,-1.9881592,-1.9881592,9.92981,-4.233032,2,0.069756474,1704,0.033537593,333,6,0.14857079,0.30513462,0.99756405,0.492547988,17,47.64275591,0.327892549,Lagopus muta,0.096044353,2023,"{""geodesic"":false,""type"":""Point"",""coordinates"":[13.787499999999998,47.720833333333324]}"
265_0_0,0.622079517,193,0.41741943,9.4711,-9.228668,1582.5186,237.3826,45.24419,45.24419,561.7853,232.33336,505.7078,309.9959,0.41741943,0.41741943,0.41741943,16.063507,-4.042694,-4.042694,7.4210815,-5.151367,0,-0.224951054,2090,0.3177795,321,6,0.070002,0.24332497,-0.974370065,0.173586766,10,63.99902043,0.851459411,Lagopus muta,0.25282055,2023,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.095833333333328,46.92083333333333]}"
269_0_0,0.188810702,69,-2.2062683,6.9747925,-12.246826,1856.6119,279.7018,53.164406,53.164406,659.611,269.23505,615.6615,353.64014,-2.2062683,-2.2062683,-2.2062683,13.698395,-7.1280518,-7.1280518,5.6143494,-8.175598,0,0.933580426,2376,0.06918477,332,6,0.0888658,0.025722697,0.35836795,0.447927728,14,51.49142257,0.439162004,Lagopus muta,0.132781828,2023,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.72916666666666,47.05416666666666]}"
270_0_0,0.321859514,329,1.4712219,10.387756,-7.912689,1707.2148,254.34264,48.79378,48.79378,644.0371,235.92792,601.87555,287.10162,1.4712219,1.4712219,1.4712219,17.184845,-2.8659668,-2.8659668,9.792908,-6.1043396,0,-0.515038075,1940,0.043811124,333,6,0.027326427,0.19636367,0.857167301,0.217493661,8,43.57184759,0.223920705,Lagopus muta,0.061008839,2023,"{""geodesic"":false,""type"":""Point"",""coordinates"":[14.520833333333332,47.55416666666665]}"
271_0_0,0.737296836,333,1.968689,10.869598,-7.437439,1663.8153,249.20998,48.017166,48.017166,625.9727,231.32375,583.5257,283.77087,1.968689,1.968689,1.968689,17.62915,-2.3475952,-2.3475952,10.104584,-5.318817,0,-0.4539905,1700,0.053266175,332,6,0.23190789,0.4672831,0.891006524,0.946119343,2,41.98115297,0.200497733,Lagopus muta,0.053427006,2023,"{""geodesic"":false,""type"":""Point"",""coordinates"":[14.654166666666667,47.562499999999986]}"
272_0_0,0.631012705,4,0.5472717,9.639435,-9.148376,1224.0686,174.28204,36.009495,36.009495,445.85675,157.85973,458.12842,187.30754,0.5472717,0.5472717,0.5472717,16.597229,-3.7859497,-3.7859497,9.421631,-8.631805,0,0.069756474,2056,0.02701886,321,7,0.28054276,0.27331886,0.99756405,0.214398821,5,47.66654487,0.242023181,Lagopus muta,0.066835787,2023,"{""geodesic"":false,""type"":""Point"",""coordinates"":[13.704166666666666,46.945833333333326]}"
273_0_0,0.716471768,30,0.99783325,9.925842,-8.316223,1608.2157,237.45352,46.230984,46.230984,607.4544,220.5432,580.0887,266.8453,0.99783325,0.99783325,0.99783325,16.70398,-3.2410278,-3.2410278,9.447388,-6.735504,0,0.5,1742,0.043763142,321,7,0.21225385,0.3425489,0.866025404,0.673616689,9,52.3610026,0.396598597,Lagopus muta,0.11742824,2023,"{""geodesic"":false,""type"":""Point"",""coordinates"":[14.1875,47.39583333333332]}"
274_0_0,0.626238668,94,0.42126465,9.274475,-8.931091,1767.8827,266.98746,48.418983,48.418983,679.6401,238.66731,645.6527,285.03174,0.42126465,0.42126465,0.42126465,15.982666,-4.033905,-4.033905,8.980499,-6.9057007,0,0.99756405,2044,0.06004951,321,7,0.1588244,0.21071568,-0.069756474,0.082319837,16,55.5288214,0.471259706,Lagopus muta,0.138909043,2023,"{""geodesic"":false,""type"":""Point"",""coordinates"":[11.99583333333333,47.32916666666666]}"
275_0_0,0.595696523,2,2.0983582,11.054108,-7.2502747,1891.7229,278.43433,53.86158,53.86158,686.36304,277.30212,629.2739,354.9825,2.0983582,2.0983582,2.0983582,17.79779,-2.1992493,-2.1992493,9.485046,-4.62912,1,0.034899497,1444,0.01269323,322,7,0.1397975,0.23571654,0.999390827,0.212051842,27,52.09235462,0.464279377,Lagopus muta,0.141478356,2023,"{""geodesic"":false,""type"":""Point"",""coordinates"":[13.695833333333333,47.529166666666654]}"
276_0_0,0.595460281,172,-0.6270447,8.346191,-10.139069,1840.6064,280.34293,48.93803,48.93803,682.9418,257.56128,626.2106,341.88263,-0.6270447,-0.6270447,-0.6270447,15.002594,-5.1949463,-5.1949463,7.217224,-6.3776245,0,0.139173101,2138,0.0468371,321,7,0.12705354,0.17052501,-0.990268069,0.416575922,17,62.04574859,0.788747444,Lagopus muta,0.249662666,2023,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.329166666666662,47.17083333333333]}"
277_0_0,0.647387944,305,-0.32192993,8.5954895,-9.756195,1890.573,288.729,49.57139,49.57139,709.44336,261.5792,651.1063,344.86392,-0.32192993,-0.32192993,-0.32192993,15.210144,-4.858185,-4.858185,7.5574036,-6.1240845,0,-0.819152044,2027,0.00704874,321,7,0.17364392,0.1674972,0.573576436,0.30330364,27,62.08279217,0.778590838,Lagopus muta,0.246178717,2023,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.362499999999995,47.21249999999999]}"
279_0_0,0.723351769,328,1.159729,10.085846,-8.159271,1597.5549,236.24727,45.89122,45.89122,603.6273,219.05977,575.63025,265.2431,1.159729,1.159729,1.159729,16.857666,-3.0733337,-3.0733337,9.551575,-6.527832,1,-0.529919264,1695,0.037804294,322,7,0.21920002,0.3060109,0.848048096,0.190459736,5,52.3610026,0.396598597,Lagopus muta,0.11742824,2023,"{""geodesic"":false,""type"":""Point"",""coordinates"":[14.195833333333333,47.39583333333332]}"
281_0_0,0.72728517,10,7.759491,16.358215,-1.1569214,1552.1941,236.72299,45.05084,45.05084,568.8367,235.58952,497.20682,298.19214,7.759491,7.759491,7.759491,22.704346,3.9075317,3.9075317,13.350128,2.4014893,3,0.173648178,808,0.750432,231,7,0.19889666,0.46520534,0.984807753,0.570981322,2,55.35318053,0.466465955,Lagopus muta,0.138383635,2023,"{""geodesic"":false,""type"":""Point"",""coordinates"":[12.412499999999998,47.279166666666654]}"
282_0_0,0.342469253,358,-1.611084,7.499634,-11.377747,1695.2341,262.0377,44.25426,44.25426,653.1878,223.076,607.05273,271.17285,-1.611084,-1.611084,-1.611084,14.188538,-6.4041443,-6.4041443,6.941101,-8.666779,0,-0.034899497,2379,0.05617992,333,7,0.27829313,0.24967319,0.999390827,0.588895734,13,60.03179806,0.591726739,Lagopus muta,0.177798958,2023,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.987499999999995,47.23749999999999]}"
283_0_0,0.647401713,250,-0.42025757,8.625763,-10.26123,1825.1263,275.23068,52.161087,52.161087,648.24414,265.9263,598.51935,350.3439,-0.42025757,-0.42025757,-0.42025757,15.261688,-5.1751404,-5.1751404,6.841156,-6.169098,1,-0.939692621,2142,0.04372805,322,7,0.16713099,0.24680509,-0.342020143,0.622913127,15,55.5806499,0.579366076,Lagopus muta,0.180847528,2023,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.762499999999994,47.070833333333326]}"
284_0_0,0.206296441,81,-0.274292,8.733063,-9.946381,1822.6074,286.58728,47.590992,47.590992,715.4257,234.8898,666.8989,281.6394,-0.274292,-0.274292,-0.274292,15.273285,-4.915039,-4.915039,8.182098,-7.5657043,0,0.987688341,2031,0.14068696,333,7,0.10742067,0.11252488,0.156434465,0.854496822,14,51.15294269,0.348647953,Lagopus muta,0.101753109,2023,"{""geodesic"":false,""type"":""Point"",""coordinates"":[11.237499999999997,47.32916666666666]}"
285_0_0,0.433657599,38,-3.1244507,5.912201,-12.508636,1617.9298,228.6669,48.97168,48.97168,605.0877,220.10059,619.03955,256.6947,-3.1244507,-3.1244507,-3.1244507,12.582794,-7.1460876,-7.1460876,7.0104675,-11.408783,0,0.615661475,2428,0.10460322,333,7,0.18113677,0.12473968,0.788010754,0.07126158,10,67.50264102,0.85183052,Lagopus muta,0.250648728,2023,"{""geodesic"":false,""type"":""Point"",""coordinates"":[12.837499999999999,47.08749999999999]}"
286_0_0,0.464105554,117,-2.0018005,7.2430725,-11.7187805,1469.6914,234.25847,38.806602,38.806602,577.3006,186.52075,542.6982,226.03824,-2.0018005,-2.0018005,-2.0018005,13.890442,-6.3805237,-6.3805237,6.65152,-9.380798,0,0.891006524,2498,0.07388499,333,7,0.25871292,0.26033086,-0.4539905,0.569136992,24,63.20228515,0.67612013,Lagopus muta,0.192384728,2023,"{""geodesic"":false,""type"":""Point"",""coordinates"":[11.020833333333329,46.88749999999999]}"
289_0_0,0.433657599,38,-3.1244507,5.912201,-12.508636,1617.9298,228.6669,48.97168,48.97168,605.0877,220.10059,619.03955,256.6947,-3.1244507,-3.1244507,-3.1244507,12.582794,-7.1460876,-7.1460876,7.0104675,-11.408783,0,0.615661475,2428,0.10460322,333,7,0.18113677,0.12473968,0.788010754,0.549510017,10,67.50264102,0.85183052,Lagopus muta,0.250648728,2023,"{""geodesic"":false,""type"":""Point"",""coordinates"":[12.837499999999999,47.08749999999999]}"
292_0_0,0.679723759,166,1.1400452,9.996368,-8.292053,1760.0203,272.11746,47.418148,47.418148,681.5248,234.74825,634.89166,279.9972,1.1400452,1.1400452,1.1400452,16.572754,-3.3387756,-3.3387756,9.135132,-5.741852,1,0.241921896,1667,0.18769434,332,7,0.20569056,0.3905871,-0.970295726,0.811762404,26,50.21822877,0.329352884,Lagopus muta,0.095268584,2023,"{""geodesic"":false,""type"":""Point"",""coordinates"":[11.379166666666663,47.30416666666666]}"
295_0_0,0.657405671,81,-0.2133789,8.7464905,-9.425232,1541.1709,224.66573,45.688866,45.688866,570.80096,217.30017,542.70386,264.22092,-0.2133789,-0.2133789,-0.2133789,15.11734,-4.005493,-4.005493,7.899109,-7.1701965,0,0.987688341,2180,0.07573432,321,8,0.15872513,0.23468114,0.156434465,0.723984196,23,66.08165329,0.796703389,Lagopus muta,0.232593241,2023,"{""geodesic"":false,""type"":""Point"",""coordinates"":[12.512499999999998,47.07916666666666]}"
296_0_0,0.478503266,287,-0.63946533,8.312134,-10.144745,1816.4873,279.6355,46.63958,46.63958,696.5347,244.46411,643.11536,312.7108,-0.63946533,-0.63946533,-0.63946533,14.9366455,-5.2871094,-5.2871094,7.51593,-6.8142395,0,-0.956304756,1906,0.017181715,333,8,0.12367929,0.15030931,0.292371705,0.393676144,27,57.78534985,0.585239924,Lagopus muta,0.17994435,2023,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.604166666666663,47.254166666666656]}"
298_0_0,0.478503266,287,-0.63946533,8.312134,-10.144745,1816.4873,279.6355,46.63958,46.63958,696.5347,244.46411,643.11536,312.7108,-0.63946533,-0.63946533,-0.63946533,14.9366455,-5.2871094,-5.2871094,7.51593,-6.8142395,0,-0.956304756,1906,0.017181715,333,8,0.12367929,0.15030931,0.292371705,0.466817421,27,57.78534985,0.585239924,Lagopus muta,0.17994435,2023,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.604166666666663,47.254166666666656]}"
299_0_0,0.451883285,210,-2.5976257,6.501526,-12.185425,1735.2794,272.96353,46.68637,46.68637,686.18933,223.89378,645.87085,263.83997,-2.5976257,-2.5976257,-2.5976257,13.239685,-7.08374,-7.08374,6.3158875,-10.079987,0,-0.5,2365,0.04836599,321,8,0.059900794,0.088283576,-0.866025404,0.041082868,16,63.06281294,0.665345157,Lagopus muta,0.199370313,2023,"{""geodesic"":false,""type"":""Point"",""coordinates"":[11.279166666666663,47.13749999999999]}"
