system:index,NDVI,aspect,b1,b10,b11,b12,b13,b14,b15,b16,b17,b18,b19,b2,b3,b4,b5,b6,b7,b8,b9,chm,ghmi,elevation,landcover,nari,ncri,random,slope,snow_cover,snow_depth,swe,.geo
1256_0,0.5115722898683439,64,10.369751,20.0336,0.10757446,665.38367,119.74387,16.31291,16.31291,260.11868,90.0149,223.95421,115.168045,10.369751,10.369751,10.369751,26.934387,6.2756653,6.2756653,16.932495,3.6913452,0,0.7316668,211,211,0.21013331,0.17178966,0.028995982373078877,0,3.607974837373176,0.004497453278186275,7.544266161068465E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[16.5625,48.48749999999998]}"
1257_0,0.4791613787314817,180,10.613495,20.269562,0.42211914,656.54535,115.24983,16.270292,16.270292,250.0835,90.965,209.27156,119.032776,10.613495,10.613495,10.613495,27.13733,6.542877,6.542877,16.17566,4.4358826,3,0.9817314,161,112,0.18123393,0.335536,0.7323094350540345,0,3.170652626966484,0.004143154354765162,6.956772014967557E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[16.40416666666667,48.24583333333332]}"
1258_0,0.34174876367497425,249,-3.1352844,5.982025,-12.767578,1415.5862,192.01613,44.140842,44.140842,509.33734,188.28244,553.3727,217.11868,-3.1352844,-3.1352844,-3.1352844,12.985626,-7.4153748,-7.4153748,7.3413086,-12.532013,0,0.003632968,2659,332,0.09722288,0.056099545,0.04749009300004914,0,57.66014467196762,0.5470648129346215,0.15515767777830403,"{""geodesic"":false,""type"":""Point"",""coordinates"":[13.337499999999999,46.95416666666666]}"
1259_0,0.752969932729836,80,8.415192,17.208862,-0.9951477,1381.6132,213.17389,40.07659,40.07659,487.8917,207.11435,445.3924,282.09534,8.415192,8.415192,8.415192,23.50644,4.5934753,4.5934753,14.736481,3.8857727,0,0.46393034,595,231,0.24480322,0.5414851,0.06729850482162125,0,13.282054339268411,0.02077856033401733,0.0036686610479741894,"{""geodesic"":false,""type"":""Point"",""coordinates"":[13.320833333333333,48.01249999999999]}"
1260_0,0.7140835336391403,93,9.868805,19.370087,-0.52249146,787.15173,135.69707,17.625578,17.625578,303.8145,95.00856,262.76462,124.68804,9.868805,9.868805,9.868805,26.07901,5.405304,5.405304,15.137695,2.041626,8,0.22718155,375,311,0.28152412,0.5060582,0.21919358081637708,2,3.5120943680888055,0.003511650617732558,5.34630724136763E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[15.779166666666669,46.912499999999994]}"
1261_0,0.7577218477290089,186,10.227295,19.717896,-0.22592163,872.3098,151.63245,18.814892,18.814892,339.67648,102.62373,294.55582,139.15099,10.227295,10.227295,10.227295,26.387024,5.822815,5.822815,15.522064,2.4590454,14,0.12183385,294,313,0.25702813,0.46648428,0.13213397445147568,1,4.647309309806771,0.004658710777188783,7.21098731980713E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[15.7375,46.77083333333333]}"
1262_0,0.5850636937636845,227,9.444702,18.356628,0.005340576,1056.3939,168.31282,30.009127,30.009127,374.19617,158.89566,329.24533,223.1647,9.444702,9.444702,9.444702,24.837189,5.7490234,5.7490234,13.3703,5.512665,2,0.5165801,420,211,0.22244489,0.3797661,0.8354441949145138,0,5.824993142242362,0.007841556408173734,0.0012973586663882373,"{""geodesic"":false,""type"":""Point"",""coordinates"":[13.454166666666666,48.337499999999984]}"
1263_0,0.7923739583025003,281,5.6736755,14.604492,-3.7652893,1455.8289,223.86395,40.89042,40.89042,548.2087,207.29424,501.2424,264.65457,5.6736755,5.6736755,5.6736755,21.19403,1.6065369,1.6065369,12.589783,-0.41604614,10,0.14609274,1180,312,0.25863874,0.48742005,0.5100034969263433,17,47.96907240367077,0.2969653977143183,0.0849674523719304,"{""geodesic"":false,""type"":""Point"",""coordinates"":[14.320833333333333,47.504166666666656]}"
1264_0,0.7768221456539688,223,9.300629,18.043701,0.02432251,1246.2556,193.11232,36.300777,36.300777,449.00943,185.13232,410.58777,243.70053,9.300629,9.300629,9.300629,24.449554,5.5519104,5.5519104,15.56192,4.398346,5,0.55016506,400,311,0.2076966,0.49621662,0.3649774065334108,4,7.530692695864683,0.009948646973324213,0.0016377916414336531,"{""geodesic"":false,""type"":""Point"",""coordinates"":[12.770833333333332,48.08749999999999]}"
1265_0,0.7484353472227979,156,4.4735107,13.437073,-4.963257,1239.5854,188.95612,34.942024,34.942024,463.41995,170.10179,422.1665,211.54991,4.4735107,4.4735107,4.4735107,20.153503,0.34069824,0.34069824,11.57254,-2.6339417,10,0.09545033,1316,312,0.24923505,0.48520228,0.13882239695004361,6,51.19397646186018,0.3583755040897173,0.10434012933784133,"{""geodesic"":false,""type"":""Point"",""coordinates"":[13.912499999999998,47.154166666666654]}"
1266_0,0.6762431704977481,281,9.269592,18.178864,-0.14944458,1120.8202,177.71217,32.02749,32.02749,397.69745,167.7995,350.773,233.61137,9.269592,9.269592,9.269592,24.624298,5.606537,5.606537,13.598694,5.052948,3,0.41390005,478,211,0.2303755,0.40763357,0.37117691077455317,2,6.92312086307997,0.009006373261513908,0.0014991726007735518,"{""geodesic"":false,""type"":""Point"",""coordinates"":[13.579166666666666,48.22916666666666]}"
1267_0,0.054094419350138534,281,-4.383301,4.771759,-13.947723,1541.6772,231.16139,44.37795,44.37795,591.25494,206.68768,573.1757,243.84119,-4.383301,-4.383301,-4.383301,11.7925415,-8.800812,-8.800812,4.975281,-11.808868,0,0.0145509895,2937,332,0.010360788,-0.037914496,0.5468770804366893,22,63.12166263216769,0.6630439114690208,0.19652027546734338,"{""geodesic"":false,""type"":""Point"",""coordinates"":[11.64583333333333,47.05416666666666]}"
1268_0,0.27841717920114795,85,-2.1577454,6.9584045,-11.877197,1754.186,273.5253,46.112503,46.112503,685.9765,227.2077,640.41144,271.35635,-2.1577454,-2.1577454,-2.1577454,13.645569,-6.851166,-6.851166,6.5628357,-9.46637,0,0.046248823,2400,333,0.037412252,0.030284263,0.9751367788519093,8,60.39354656061189,0.5932287658886229,0.1781524515999978,"{""geodesic"":false,""type"":""Point"",""coordinates"":[11.137499999999996,47.220833333333324]}"
1269_0,0.7129104767923522,274,2.2309875,11.005127,-6.934784,1732.745,256.7735,49.572784,49.572784,646.48505,246.87001,607.92865,301.5254,2.2309875,2.2309875,2.2309875,17.563751,-1.9356079,-1.9356079,10.020508,-4.5802307,5,0.10285086,1802,312,0.16137396,0.33566433,0.9260303820796545,15,55.35318053002451,0.4664659547957991,0.1383836352004344,"{""geodesic"":false,""type"":""Point"",""coordinates"":[12.429166666666664,47.32916666666666]}"
1270_0,0.748925142498689,205,5.3013306,14.480225,-4.6002502,1337.6793,211.98012,30.244825,30.244825,486.4392,162.59926,407.1505,221.5449,5.3013306,5.3013306,5.3013306,20.9935,1.0727844,1.0727844,10.007385,-2.1306763,11,0.121094674,1225,312,0.30317846,0.5172025,0.6473300144609222,14,33.032687011941405,0.09561256029483015,0.021948917348038048,"{""geodesic"":false,""type"":""Point"",""coordinates"":[13.570833333333333,46.67916666666666]}"
1272_0,0.7821762094336173,268,1.3527832,10.189148,-7.9663086,1659.3824,256.9314,45.578358,45.578358,645.0118,224.16,599.241,265.92743,1.3527832,1.3527832,1.3527832,16.766602,-3.0099182,-3.0099182,9.315826,-5.3823853,8,0.119031645,1700,312,0.16194075,0.42885473,0.014398958040325094,12,68.95279881120327,0.8442236417186787,0.2484140342846343,"{""geodesic"":false,""type"":""Point"",""coordinates"":[11.145833333333329,47.14583333333332]}"
1273_0,0.7406603716007707,105,7.5700073,16.7854,-2.3824463,1589.1786,271.8443,30.564878,30.564878,598.2936,174.43842,446.20807,240.4358,7.5700073,7.5700073,7.5700073,22.700928,3.461029,3.461029,9.918335,0.4519043,7,0.31049314,841,231,0.28477407,0.45320845,0.5986208684993021,10,46.67234647083761,0.25100940403414274,0.070721566704273,"{""geodesic"":false,""type"":""Point"",""coordinates"":[12.987499999999997,46.67916666666666]}"
1274_0,0.5510595258266326,317,9.683655,18.710052,0.104522705,826.2518,138.91931,22.203102,22.203102,301.81702,121.70712,263.0913,169.37854,9.683655,9.683655,9.683655,25.161499,6.003357,6.003357,14.793976,5.5856323,0,0.63007903,350,211,0.21683411,0.22876528,0.29836881648318325,1,5.7587596721101235,0.007725108121010032,0.0012553469318262909,"{""geodesic"":false,""type"":""Point"",""coordinates"":[14.4375,48.32916666666665]}"
1276_0,0.7808920064800455,214,9.696899,18.773926,0.03591919,823.3239,138.60439,22.264761,22.264761,299.58774,122.37222,258.64636,169.28008,9.696899,9.696899,9.696899,25.130249,6.1177063,6.1177063,14.832489,5.608551,5,0.33232528,397,312,0.25555557,0.49125078,0.5356935667188104,2,8.38838075428209,0.010819949573215915,0.0017990553373622938,"{""geodesic"":false,""type"":""Point"",""coordinates"":[14.7875,48.27083333333332]}"
1277_0,0.741882942018775,316,4.098175,12.815643,-5.1960754,1824.0719,280.19693,50.339146,50.339146,660.27277,263.55798,592.65594,354.00323,4.098175,4.098175,4.098175,19.01883,-0.10269165,-0.10269165,9.742889,-1.2458801,8,0.16222742,1307,312,0.3270588,0.57420206,0.6529837160887558,18,47.53461475433197,0.307204942751083,0.08962189787009292,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.85416666666666,47.32916666666666]}"
1278_0,0.5595690866192509,242,9.798126,19.20877,-0.2723999,777.4008,132.55637,18.643791,18.643791,303.2523,92.24388,268.13452,115.93353,9.798126,9.798126,9.798126,25.66449,5.7029114,5.7029114,16.128601,1.6847229,2,0.7890909,318,211,0.25048384,0.34697476,0.17794552826118037,2,4.816046997014649,0.004926675430346557,7.790261297752147E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[16.2375,47.30416666666666]}"
1279_0,0.5973589600865595,35,8.006897,16.979584,-1.50354,841.13965,149.01956,21.827936,21.827936,338.06335,112.88032,303.67847,139.38832,8.006897,8.006897,8.006897,23.255005,4.366791,4.366791,15.2230835,1.9116516,2,0.7015939,567,243,0.2478967,0.37985814,0.8985715432454546,1,9.676279773355564,0.012158047266871865,0.0020225570455186725,"{""geodesic"":false,""type"":""Point"",""coordinates"":[15.079166666666666,48.72916666666665]}"
1280_0,0.7393326525538337,101,9.415985,18.722687,-0.7619629,811.5332,136.33467,19.374609,19.374609,313.49612,96.37213,277.341,125.30675,9.415985,9.415985,9.415985,25.34018,4.980133,4.980133,15.314697,1.6419678,7,0.5709952,454,112,0.2755682,0.5365384,0.47265079489292505,2,9.477824282874487,0.01284465798492362,0.0021847551726773074,"{""geodesic"":false,""type"":""Point"",""coordinates"":[15.295833333333334,47.129166666666656]}"
1281_0,0.4104148675796441,148,-2.5657043,6.5202637,-12.002991,1540.5538,218.46587,46.370415,46.370415,573.50073,206.53378,584.5424,242.53429,-2.5657043,-2.5657043,-2.5657043,13.169647,-6.529663,-6.529663,7.438568,-10.980988,0,0.04132216,2327,332,0.12027504,0.10021927,0.35090789488204976,19,62.87019767709046,0.6772812731560648,0.19695376322468394,"{""geodesic"":false,""type"":""Point"",""coordinates"":[12.945833333333331,47.029166666666654]}"
1282_0,0.6696773230216789,152,10.240601,19.836823,-0.1980896,762.74066,132.55096,17.401958,17.401958,297.58145,91.54722,258.17218,118.26282,10.240601,10.240601,10.240601,26.547668,5.842407,5.842407,16.272522,2.5871887,9,0.31429335,312,311,0.28967857,0.4645088,0.2632282529329989,0,2.532306161472583,0.002509816835527816,3.925310766321853E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[16.15416666666667,46.970833333333324]}"
1283_0,0.7448226383336168,340,7.304291,16.304138,-2.2957153,1048.0538,180.55234,26.357386,26.357386,423.8922,135.01924,393.65012,168.05252,7.304291,7.304291,7.304291,22.42044,3.8074646,3.8074646,14.557648,1.0203857,3,0.18134262,814,242,0.27732152,0.43963963,0.8140758009047898,3,12.603284509661423,0.017626496683339033,0.003016360263763581,"{""geodesic"":false,""type"":""Point"",""coordinates"":[14.995833333333334,48.47916666666665]}"
1284_0,0.5721370491608935,280,-2.527832,6.7169495,-12.176575,1312.5677,197.12071,37.446045,37.446045,477.07632,189.64871,441.75824,240.33408,-2.527832,-2.527832,-2.527832,13.553894,-7.0350037,-7.0350037,5.399048,-8.569916,0,0.0036240953,2475,321,0.08342131,0.101313874,0.9028809448239451,15,65.04357414750056,0.7316662413966313,0.21407775758229267,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.762499999999996,46.970833333333324]}"
1285_0,0.7838625256537456,339,8.029266,16.638794,-0.89160156,1548.8351,237.04591,44.994167,44.994167,566.5079,236.26328,491.32123,300.6882,8.029266,8.029266,8.029266,22.977142,4.19751,4.19751,13.425842,2.7824097,7,0.49439344,842,231,0.24204855,0.47452894,0.18536735831312112,10,54.96438998019266,0.4559445292015789,0.135457387374951,"{""geodesic"":false,""type"":""Point"",""coordinates"":[12.49583333333333,47.279166666666654]}"
1286_0,0.714542584995233,1,6.133789,15.366119,-3.8260498,1429.011,225.7722,30.469986,30.469986,530.95105,164.24881,477.87064,224.59319,6.133789,6.133789,6.133789,21.6344,2.0757751,2.0757751,11.874329,-1.6964111,15,0.10677694,1115,313,0.09120221,0.28590807,0.6999248201908659,9,23.149086537776448,0.04447695570779184,0.008212580889585732,"{""geodesic"":false,""type"":""Point"",""coordinates"":[13.987499999999999,46.52916666666666]}"
1287_0,0.48342028721947594,116,10.117432,19.807648,0.011291504,577.57825,107.3233,14.063225,14.063225,235.12816,76.48357,200.45966,96.8654,10.117432,10.117432,10.117432,26.789215,6.0242004,6.0242004,16.929321,3.5818787,1,0.7427101,226,211,0.21798247,0.17620517,0.6976561187188176,0,3.818021942152588,0.00470418795243388,7.677878411567434E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[16.020833333333336,48.74583333333332]}"
1288_0,0.47151843025260903,75,-2.796051,6.205963,-12.086395,1568.9501,223.1428,47.458717,47.458717,582.6156,218.05908,581.1542,258.65005,-2.796051,-2.796051,-2.796051,12.730255,-6.701996,-6.701996,6.523468,-10.350983,0,0.0038449042,2474,332,0.041549418,0.030804684,0.8968759916177285,26,77.53910157585926,11.709538061000199,3.5064181725945147,"{""geodesic"":false,""type"":""Point"",""coordinates"":[12.437499999999996,47.070833333333326]}"
1289_0,0.4521036436935055,43,10.3125,19.722595,0.37548828,737.10913,127.342995,18.767609,18.767609,282.90756,101.022835,238.17523,132.03392,10.3125,10.3125,10.3125,26.283875,6.4160156,6.4160156,16.467316,3.9407654,0,0.5976671,222,211,0.21509776,0.13387361,0.8134936510020595,0,4.434470674625228,0.005636609204001368,9.451065767969218E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[16.2875,47.970833333333324]}"
1290_0,0.4938458090126525,312,11.110138,20.86264,0.72421265,645.0174,114.297325,15.278134,15.278134,247.51526,87.73761,196.98877,118.01011,11.110138,11.110138,11.110138,27.601837,7.1795654,7.1795654,15.790253,4.7371216,0,0.39246386,117,221,0.23722276,0.3529578,0.2171049344577738,0,2.4303928693570453,0.003715602111120611,6.371530505874849E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[16.8125,47.82916666666666]}"
1291_0,0.49502110990366965,14,10.472046,20.00705,0.4378357,623.3053,113.65055,14.933267,14.933267,240.82195,85.55492,201.56216,112.176254,10.472046,10.472046,10.472046,26.893951,6.314148,6.314148,16.548279,4.192932,1,0.66081303,175,211,0.20543562,0.1507255,0.4433478198640447,0,3.8181535309436274,0.004731518788474692,7.771542775701618E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[16.020833333333336,48.37083333333332]}"
1292_0,0.5231255274744958,127,9.699219,19.177185,-0.24871826,675.0719,121.04217,16.543928,16.543928,266.96652,89.75791,233.7456,115.26388,9.699219,9.699219,9.699219,26.029999,5.5723267,5.5723267,16.419617,2.7785034,0,0.6061728,282,211,0.24947202,0.18643737,0.6272181511998386,1,3.721753942765333,0.004567756426698586,7.39640098046452E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[15.8625,48.47916666666665]}"
1293_0,0.5731060727666115,282,6.010254,14.556885,-3.1656494,1703.0686,265.08807,47.005764,47.005764,659.9249,234.00867,614.78094,280.73236,6.010254,6.010254,6.010254,20.950684,1.708374,1.708374,13.415985,-0.34161377,5,0.91161644,996,112,0.19861318,0.37210357,0.06315466513324541,6,50.85436082136343,0.35683974489141584,0.10386455445000423,"{""geodesic"":false,""type"":""Point"",""coordinates"":[11.262499999999996,47.38749999999999]}"
1294_0,0.6175674717450992,184,9.436188,18.887451,-0.51278687,722.3813,127.790276,18.008192,18.008192,283.24042,96.29456,249.59886,122.97041,9.436188,9.436188,9.436188,25.77481,5.24704,5.24704,16.32248,2.4014282,3,0.19503416,330,311,0.3001111,0.59522116,0.8480617814287468,1,3.5212097307127794,0.004299068146517328,7.008496778934338E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[16.02916666666667,48.47916666666665]}"
1295_0,0.8020888563306009,91,5.876831,14.644196,-3.472351,1399.2382,222.07983,40.08262,40.08262,530.2861,192.70567,489.34344,246.90845,5.876831,5.876831,5.876831,20.64618,2.2156982,2.2156982,12.331421,-0.5567627,13,0.09980527,1026,313,0.38312075,0.43858042,0.674133565753851,7,26.4832462531706,0.06830872110835613,0.013850638543532093,"{""geodesic"":false,""type"":""Point"",""coordinates"":[15.429166666666667,47.78749999999999]}"
1296_0,0.6313106810338075,327,9.653442,18.594604,-0.0018615723,1042.9437,170.15768,30.573015,30.573015,375.73645,156.68697,324.97906,217.08675,9.653442,9.653442,9.653442,24.907104,5.895752,5.895752,14.884247,4.7849426,2,0.6220974,326,211,0.2434047,0.4034575,0.27443503456036233,1,13.708501771438954,0.024852914457934337,0.004414244596130816,"{""geodesic"":false,""type"":""Point"",""coordinates"":[14.754166666666666,48.04583333333332]}"
1297_0,0.756820665860397,73,9.083771,18.304718,-1.0324402,942.76776,161.20004,20.377167,20.377167,378.61035,99.85689,342.33228,133.29427,9.083771,9.083771,9.083771,24.812134,4.758667,4.758667,15.188721,1.2879944,7,0.4164239,639,313,0.24980542,0.52529186,0.3729538491075498,6,19.90427984193314,0.040707860860550615,0.007910595383754996,"{""geodesic"":false,""type"":""Point"",""coordinates"":[15.045833333333334,47.04583333333333]}"
1298_0,0.6955724802929356,190,0.91363525,9.685272,-8.208923,1708.0812,252.1319,49.034588,49.034588,641.81946,240.457,609.06915,289.55344,0.91363525,0.91363525,0.91363525,16.235413,-3.2021484,-3.2021484,9.035889,-6.1341248,4,0.15253228,1873,321,0.2585861,0.29105932,0.458082388105885,16,55.908967275136796,0.48150554053380074,0.14267296960676742,"{""geodesic"":false,""type"":""Point"",""coordinates"":[12.279166666666665,47.279166666666654]}"
1299_0,0.5440185732718954,279,-0.44540405,8.537567,-9.757751,1502.121,215.02486,45.368374,45.368374,563.24695,209.57242,558.4841,245.2916,-0.44540405,-0.44540405,-0.44540405,15.42038,-4.6918945,-4.6918945,9.120209,-8.566986,0,0.039253775,1915,321,0.21396865,0.18595582,0.8554526258395118,21,55.26723957888024,0.4879570094298621,0.14584391414983275,"{""geodesic"":false,""type"":""Point"",""coordinates"":[13.954166666666666,47.279166666666654]}"
1300_0,0.5282360210518111,122,9.506653,18.48413,-0.13461304,992.16797,162.05438,28.602621,28.602621,357.2268,148.8236,309.22745,205.92693,9.506653,9.506653,9.506653,24.84378,5.775879,5.775879,14.638672,4.9219666,0,0.68957496,390,242,0.22240533,0.26122734,0.419189837184166,1,9.044535346842226,0.012365895213463292,0.002068733386236731,"{""geodesic"":false,""type"":""Point"",""coordinates"":[14.729166666666668,48.11249999999999]}"
1301_0,0.523808584566342,17,10.87384,20.434753,0.7452698,657.4556,116.145874,15.469492,15.469492,253.86429,86.84612,206.57608,114.57881,10.87384,10.87384,10.87384,27.029938,6.9236145,6.9236145,16.351654,4.5782776,1,0.54348606,176,211,0.22638051,0.23066014,0.9563239233273702,0,3.6150836379246467,0.004704076625199499,7.966165394746056E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[16.495833333333337,47.779166666666654]}"
1303_0,0.7238707444611888,273,7.9530945,16.933472,-1.6125488,999.11755,166.4487,26.351498,26.351498,381.47156,138.54428,346.52942,182.24678,7.9530945,7.9530945,7.9530945,23.260925,4.300354,4.300354,14.479523,2.90036,7,0.29108968,642,243,0.27396774,0.514948,0.25875467827625476,3,9.748672979366166,0.012833747915954173,0.0021552518247960097,"{""geodesic"":false,""type"":""Point"",""coordinates"":[14.5625,48.42083333333332]}"
1304_0,0.6296549006957206,117,9.334503,18.695648,-0.8161621,791.41724,133.1163,18.515223,18.515223,303.1263,94.32332,266.5454,120.64227,9.334503,9.334503,9.334503,25.21756,4.9931946,4.9931946,15.123138,1.5372314,2,0.5754159,466,112,0.24849299,0.4787565,0.8714750583705845,3,5.4458204861704855,0.005462437745810534,8.514159029061752E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[15.604166666666668,47.129166666666656]}"
1305_0,0.5148459678593065,86,8.450348,17.562805,-1.1678467,709.54785,123.64625,18.625732,18.625732,279.39972,98.21318,246.25076,123.38123,8.450348,8.450348,8.450348,23.894623,4.8197937,4.8197937,15.036774,2.8041077,1,0.52055633,514,211,0.2430031,0.30432624,0.5571834028870476,2,8.429381684087152,0.010463368441489969,0.0017186806618324764,"{""geodesic"":false,""type"":""Point"",""coordinates"":[15.279166666666667,48.870833333333316]}"
1306_0,0.8367964579245439,255,8.208649,17.061493,-1.1989746,1306.2827,202.61627,37.55501,37.55501,462.69543,194.51305,415.3516,267.56085,8.208649,8.208649,8.208649,23.421112,4.447571,4.447571,13.595062,3.5828552,13,0.16661254,710,312,0.23245278,0.5738359,0.024964508463831803,4,10.60518853935106,0.015149131736633606,0.002601612554638015,"{""geodesic"":false,""type"":""Point"",""coordinates"":[13.5125,48.10416666666666]}"
1307_0,0.7957252394837998,328,10.036224,19.353088,-0.13690186,1082.3785,182.70415,20.672394,20.672394,416.02823,120.980446,333.08942,170.70386,10.036224,10.036224,10.036224,25.551056,5.947632,5.947632,14.449249,2.8373413,17,0.18170932,524,312,0.17065331,0.46295232,0.32107376186802594,2,13.694250660838463,0.02701845182113543,0.0052161703248900255,"{""geodesic"":false,""type"":""Point"",""coordinates"":[14.670833333333334,46.57916666666666]}"
1308_0,0.7537723182504926,37,6.756958,15.920776,-3.0484924,1587.1536,263.47513,31.162285,31.162285,588.68036,182.62068,475.13535,259.7137,6.756958,6.756958,6.756958,22.104248,2.7321777,2.7321777,11.1970825,-0.3559265,16,0.17079377,1001,312,0.29935125,0.47411853,0.029960696579991897,24,31.024211669587892,0.08495982422765617,0.01885007610616758,"{""geodesic"":false,""type"":""Point"",""coordinates"":[13.604166666666664,46.55416666666666]}"
1309_0,0.5417174194223568,142,0.99420166,9.789246,-8.30777,1882.367,288.94254,48.815464,48.815464,716.8195,258.1349,662.7311,337.62238,0.99420166,0.99420166,0.99420166,16.254333,-3.4627075,-3.4627075,8.758942,-4.7537537,1,0.008353245,1933,322,0.12725708,0.2358804,0.11138963553829317,19,58.82547975358385,0.6389416765525251,0.1989213596236146,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.495833333333328,47.33749999999999]}"
1310_0,0.7507383791201313,23,8.205597,17.29181,-1.4568176,953.47034,157.30559,23.989336,23.989336,372.42465,112.82786,343.62988,139.24503,8.205597,8.205597,8.205597,23.46814,4.2647705,4.2647705,15.441559,-0.14971924,8,0.39213726,665,243,0.27749836,0.47497,0.6411712532343352,3,5.6855836129873465,0.006396751560362517,0.0010352467381676963,"{""geodesic"":false,""type"":""Point"",""coordinates"":[16.270833333333336,47.45416666666666]}"
1311_0,0.7636959343479651,293,7.3637695,16.193237,-2.0834045,1596.9656,245.64113,45.294636,45.294636,572.3015,235.37753,525.13617,318.1665,7.3637695,7.3637695,7.3637695,22.556732,3.3878174,3.3878174,14.021362,2.6291504,0,0.26231328,749,231,0.24719578,0.52636755,0.3328422415150133,6,16.337534823158915,0.03498118792393411,0.006624881448236928,"{""geodesic"":false,""type"":""Point"",""coordinates"":[13.337499999999999,47.89583333333332]}"
1312_0,0.7486024732038974,277,6.0586243,15.02063,-3.4682617,1115.1945,181.10963,27.290207,27.290207,431.602,135.2003,378.28232,175.41733,6.0586243,6.0586243,6.0586243,21.578857,1.9792786,1.9792786,12.568237,-1.5327759,10,0.23689497,1266,312,0.23644751,0.53438735,0.12060264619352468,6,45.90660936431259,0.194976291752166,0.05255876368058636,"{""geodesic"":false,""type"":""Point"",""coordinates"":[14.0125,47.029166666666654]}"
1313_0,0.7564982944237851,132,3.581482,12.247314,-5.6949463,1735.651,269.27487,45.543354,45.543354,669.8798,237.66281,622.56793,300.3754,3.581482,3.581482,3.581482,18.618347,-0.87176514,-0.87176514,11.223816,-2.43219,6,0.3260242,1548,312,0.2467363,0.43545008,0.43027509870002245,9,52.44950029657575,0.41554799495197786,0.12434361082095291,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.687499999999996,47.37083333333332]}"
1314_0,0.6337957174184506,215,-1.9272156,7.3664856,-11.637451,1263.6587,190.53528,36.580692,36.580692,449.5865,186.31166,409.35538,246.01027,-1.9272156,-1.9272156,-1.9272156,14.190186,-6.5310974,-6.5310974,5.1879272,-7.880554,0,0.06577981,2239,321,0.2145043,0.2864812,0.5550424433066925,18,63.44318626115054,0.6892415475910568,0.20407278386632222,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.537499999999996,46.88749999999999]}"
1315_0,0.7722024233518496,279,8.679901,17.919952,-1.0332642,775.40564,137.52,19.626188,19.626188,314.90268,100.59912,284.307,125.3624,8.679901,8.679901,8.679901,24.404541,4.8621826,4.8621826,15.819977,1.565979,8,0.23301004,496,312,0.23618382,0.45898703,0.6775317137441071,1,6.134586054170942,0.0075037895790583675,0.0012039703916209613,"{""geodesic"":false,""type"":""Point"",""coordinates"":[15.454166666666667,48.57083333333332]}"
1316_0,0.5326664253812609,348,10.043274,19.383514,0.21920776,677.06433,117.87438,17.485258,17.485258,252.38512,97.42412,210.53049,131.29796,10.043274,10.043274,10.043274,26.081512,6.0270996,6.0270996,15.269104,4.194916,0,0.7064775,221,311,0.22180799,0.25835517,0.7937427197636754,0,4.639406857401391,0.0057189356938269495,9.132177385085803E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[15.712500000000002,48.28749999999999]}"
1317_0,0.5370747751921224,194,10.30069,19.779053,-0.1531372,908.1458,158.21298,19.160215,19.160215,353.88632,104.66642,309.29572,142.62004,10.30069,10.30069,10.30069,26.411102,5.8775635,5.8775635,15.924438,2.56073,1,0.76608545,262,211,0.25341427,0.2074631,0.10297449355581101,0,5.557295451792636,0.006004211731931145,9.595313900635767E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[15.5875,46.76249999999999]}"
1318_0,0.8618608881192386,58,8.548035,17.590973,-1.0286255,925.33875,155.60419,24.328783,24.328783,354.6587,125.121895,314.889,160.02606,8.548035,8.548035,8.548035,24.006165,4.6123657,4.6123657,15.027771,2.2849426,17,0.18159503,536,313,0.3323805,0.6420279,0.27159711452837143,1,7.1825216687329005,0.008751545222013223,0.0014459000186076514,"{""geodesic"":false,""type"":""Point"",""coordinates"":[16.0375,48.14583333333332]}"
1319_0,0.7914478590295939,347,6.384674,15.406616,-3.3083496,1099.031,174.73468,30.173359,30.173359,426.3875,141.30966,399.46613,173.08945,6.384674,6.384674,6.384674,21.910858,2.2582397,2.2582397,13.656525,-1.081543,11,0.20382333,821,312,0.14519936,0.28950602,0.9959627660170774,10,24.87169202255757,0.058545322653043776,0.01251401522906469,"{""geodesic"":false,""type"":""Point"",""coordinates"":[15.1875,47.379166666666656]}"
