system:index,NDVI,aspect,b1,b10,b11,b12,b13,b14,b15,b16,b17,b18,b19,b2,b3,b4,b5,b6,b7,b8,b9,chm,ghmi,elevation,landcover,nari,ncri,random,slope,snow_cover,snow_depth,swe,.geo
0_0,0.6989859804143543,141,5.9963684,14.406403,-2.938446,1609.0312,242.84868,44.783722,44.783722,613.13684,230.3883,570.53406,280.78937,5.9963684,5.9963684,5.9963684,20.849304,1.7148438,1.7148438,13.254211,0.36901855,8,0.22036259,1099,312,0.21521334,0.39069766,0.04429313294003945,32,52.89679965372777,0.4032870813205369,0.12007328184347853,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.854166666666663,47.254166666666656]}"
1_0,0.8198663265488197,256,7.8874207,16.923767,-1.6844482,819.91705,136.8649,22.076202,22.076202,314.0763,116.03515,280.73535,148.09587,7.8874207,7.8874207,7.8874207,23.184875,4.274292,4.274292,14.327118,2.7946777,13,0.13140799,612,313,0.24793385,0.5443425,0.6859795170354767,1,8.64399598865709,0.010791338473979709,0.0017810952864549935,"{""geodesic"":false,""type"":""Point"",""coordinates"":[15.179166666666667,48.94583333333332]}"
2_0,0.5561013020717634,80,11.002563,20.60617,0.44360352,797.9277,139.2058,17.009052,17.009052,309.38382,97.051735,258.6036,130.7894,11.002563,11.002563,11.002563,27.379395,6.581848,6.581848,15.705048,3.4114685,3,0.6871886,213,112,0.24775226,0.23239043,8.734896160321748E-4,0,2.9403112353226173,0.002943937386000912,4.591502069176684E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[15.962500000000002,46.695833333333326]}"
3_0,0.7416712760483846,204,7.320221,16.295715,-2.251007,1079.6018,179.26102,28.45956,28.45956,416.4917,147.02301,381.98297,190.09459,7.320221,7.320221,7.320221,22.573029,3.6777344,3.6777344,14.134827,2.1009521,9,0.2375187,745,242,0.29545474,0.5004695,0.8786668396209601,3,10.930506645790583,0.014873930813240994,0.0025315684811252465,"{""geodesic"":false,""type"":""Point"",""coordinates"":[14.6625,48.42916666666665]}"
4_0,0.8311806713458456,90,7.179199,16.238495,-2.4310303,1037.9426,180.47057,25.996023,25.996023,428.7685,128.83315,399.84866,157.63742,7.179199,7.179199,7.179199,22.44516,3.5351257,3.5351257,14.94342,0.11483765,21,0.10297913,764,312,0.25484514,0.59110665,0.3878742065868699,1,9.676839749344506,0.01228768783130985,0.0020473194187545255,"{""geodesic"":false,""type"":""Point"",""coordinates"":[15.279166666666667,48.49583333333332]}"
5_0,0.7651673553691583,355,6.2927856,15.168335,-3.0256958,1532.3965,229.65639,45.448013,45.448013,544.1943,236.6907,478.71338,304.47244,6.2927856,6.2927856,6.2927856,21.83487,2.2304382,2.2304382,12.166962,0.95751953,4,0.23628755,983,312,0.33955398,0.52954066,0.9567242450796191,7,49.79079074398655,0.3467028435647515,0.10104711953766314,"{""geodesic"":false,""type"":""Point"",""coordinates"":[13.362499999999999,47.35416666666666]}"
6_0,0.6310472426194559,331,0.87731934,9.763611,-8.500336,1552.0286,232.11224,44.050117,44.050117,599.54254,202.80322,581.1244,237.42058,0.87731934,0.87731934,0.87731934,16.565765,-3.421936,-3.421936,9.885071,-7.3024597,0,0.038394812,1847,322,0.23795182,0.44761273,0.9366121733805115,10,49.667352553757695,0.29585329430645807,0.08329692742512534,"{""geodesic"":false,""type"":""Point"",""coordinates"":[14.579166666666666,47.37083333333332]}"
7_0,0.6866501898366402,246,9.78363,19.116547,-0.48547363,937.13184,160.29837,18.405985,18.405985,368.27652,100.12396,310.23105,141.02052,9.78363,9.78363,9.78363,25.48526,5.4856873,5.4856873,15.027405,2.0146484,7,0.45021734,606,231,0.16361082,0.36625236,0.3508764244439214,11,16.69356599834701,0.03513982923292864,0.006891313177561901,"{""geodesic"":false,""type"":""Point"",""coordinates"":[14.854166666666668,46.83749999999999]}"
8_0,0.6874799955966704,142,9.388672,18.751007,-0.8217468,788.662,132.79167,18.823744,18.823744,302.42065,95.50788,265.08386,122.977745,9.388672,9.388672,9.388672,25.39978,4.937622,4.937622,15.0460205,1.646759,6,0.3077434,485,242,0.25966853,0.5380608,0.5843863527348258,5,8.229423275941917,0.009323266234182627,0.0015152522651126165,"{""geodesic"":false,""type"":""Point"",""coordinates"":[15.395833333333334,47.11249999999999]}"
9_0,0.2693613042865743,270,0.19125366,9.186188,-9.516632,1744.5594,273.1281,45.00182,45.00182,677.0993,228.83705,629.7617,281.16818,0.19125366,0.19125366,0.19125366,15.685303,-4.5522156,-4.5522156,8.5312195,-6.7621155,0,0.14351936,2184,332,0.08451081,0.06630643,0.08601419019909085,5,52.89679965372777,0.4032870813205369,0.12007328184347853,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.937499999999996,47.345833333333324]}"
10_0,0.6490180977357718,93,2.785797,11.503571,-6.4458923,1745.2458,264.79895,48.32935,48.32935,665.1334,242.24901,620.9134,291.07593,2.785797,2.785797,2.785797,18.159851,-1.5898743,-1.5898743,10.366638,-3.743988,8,0.14946494,1541,312,0.24473113,0.47684193,0.29197830983440276,4,51.613639055731305,0.3656103827341256,0.1056816581716507,"{""geodesic"":false,""type"":""Point"",""coordinates"":[11.787499999999998,47.345833333333324]}"
11_0,0.7424995602408043,161,7.396515,16.298676,-1.9709473,1458.0786,226.22609,40.791653,40.791653,541.1102,214.88028,491.2185,286.18564,7.396515,7.396515,7.396515,22.822083,3.4486084,3.4486084,13.55423,2.1430664,1,0.62745947,646,313,0.3165939,0.43264794,0.058481592529521564,8,48.42224037598324,0.3131104628897344,0.08952566672828281,"{""geodesic"":false,""type"":""Point"",""coordinates"":[14.129166666666666,47.54583333333332]}"
12_0,0.5962723671863566,338,9.415863,18.283813,-0.029510498,1176.2004,185.57237,33.43983,33.43983,415.9263,177.28769,370.25763,246.06099,9.415863,9.415863,9.415863,24.644562,5.5878296,5.5878296,14.827057,5.0715637,1,0.7675172,400,211,0.22908744,0.3689074,0.5999947193385035,1,12.709911842189637,0.020229884059365023,0.0036214725970134744,"{""geodesic"":false,""type"":""Point"",""coordinates"":[13.862499999999999,48.04583333333332]}"
13_0,0.4338789973486901,249,-0.12112427,8.869141,-9.470276,1461.5077,218.15433,41.934303,41.934303,551.54333,201.66815,519.9996,243.26566,-0.12112427,-0.12112427,-0.12112427,15.643951,-4.2969666,-4.2969666,8.389862,-6.866638,0,0.05265638,2144,333,0.07220802,0.10225506,0.5458276971326879,19,61.99572848534399,0.6371717405167009,0.18608973915588894,"{""geodesic"":false,""type"":""Point"",""coordinates"":[11.937499999999996,47.08749999999999]}"
14_0,0.702410212835382,251,10.937897,20.526855,0.39193726,809.6362,141.27423,17.325857,17.325857,313.975,98.20134,263.40738,132.20216,10.937897,10.937897,10.937897,27.283264,6.5209045,6.5209045,15.7222595,3.3466797,13,0.13990256,221,311,0.2612932,0.48317048,0.2678632786092935,0,3.573279482123518,0.0035655886627906975,5.588420058188241E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[15.9375,46.695833333333326]}"
15_0,0.2955317172937555,309,-0.6661072,8.248779,-10.07132,1888.9291,289.3899,48.649563,48.649563,720.51825,256.98398,663.9731,334.96695,-0.6661072,-0.6661072,-0.6661072,14.865753,-5.226898,-5.226898,7.371582,-6.6026,0,0.006095251,1967,333,0.07688851,0.089843996,0.11040486794915905,18,58.82547975358385,0.6389416765525251,0.1989213596236146,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.487499999999995,47.254166666666656]}"
16_0,0.7744274413409349,47,8.754547,17.715271,-0.71343994,969.6352,156.39189,26.889397,26.889397,349.55945,142.68163,310.28036,198.24896,8.754547,8.754547,8.754547,24.193695,4.990906,4.990906,13.75061,4.4976807,12,0.20956887,539,313,0.25686625,0.4888519,0.5340424581611648,9,6.108077703737745,0.008354886285909713,0.0013743840120613875,"{""geodesic"":false,""type"":""Point"",""coordinates"":[13.879166666666666,48.404166666666654]}"
17_0,0.7404611736440366,119,9.164825,18.494995,-1.0841675,985.3426,164.04387,19.74475,19.74475,378.25262,109.92122,317.30267,152.1549,9.164825,9.164825,9.164825,24.81018,4.9066467,4.9066467,14.520599,1.3546143,14,0.25536975,639,313,0.27187088,0.51910365,0.8004630840807977,8,13.374584638088521,0.025340694735379615,0.004790384205193265,"{""geodesic"":false,""type"":""Point"",""coordinates"":[14.712499999999999,46.70416666666666]}"
18_0,0.7023362280973133,229,9.1258545,18.330414,-0.63461304,859.5234,144.66797,21.401201,21.401201,334.60602,106.033455,297.8476,133.71347,9.1258545,9.1258545,9.1258545,24.611176,5.2291565,5.2291565,15.701019,1.6159668,7,0.330738,490,313,0.3062752,0.4536053,0.08625521932683511,5,5.362662604558539,0.006329064601858185,0.0010531126936439831,"{""geodesic"":false,""type"":""Point"",""coordinates"":[16.3625,47.63749999999999]}"
20_0,0.8175347115289823,149,7.980957,16.819366,-1.4353943,1681.8953,259.699,47.396408,47.396408,603.6641,252.70197,549.6687,347.88678,7.980957,7.980957,7.980957,23.254913,3.9538574,3.9538574,13.8333435,3.8995361,10,0.3200744,652,311,0.38107017,0.5411207,0.12405146089256724,10,43.73591743883237,0.24700273686873006,0.07038048229095765,"{""geodesic"":false,""type"":""Point"",""coordinates"":[13.579166666666666,47.72916666666666]}"
21_0,0.6542332556180391,192,10.146088,19.223358,0.46847534,806.9996,136.10104,22.195757,22.195757,290.2459,122.20095,247.2104,170.99333,10.146088,10.146088,10.146088,25.582306,6.553467,6.553467,15.079041,6.096283,2,0.6233883,291,211,0.24183747,0.33052927,0.24521154275337564,1,5.573647307305917,0.007348154105392157,0.0011998854214015531,"{""geodesic"":false,""type"":""Point"",""coordinates"":[14.795833333333334,48.22083333333332]}"
22_0,0.6118077966128624,335,9.933472,18.91043,0.44366455,964.9813,156.71432,27.187956,27.187956,343.64172,144.85742,300.84,202.14731,9.933472,9.933472,9.933472,25.421661,6.093109,6.093109,14.353058,5.933075,1,0.71632385,320,211,0.19724885,0.22598875,0.6930840374915546,1,4.525650351437814,0.00581901887753648,9.467097324592253E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[13.987499999999999,48.19583333333332]}"
23_0,0.547992948601124,35,9.953644,19.145935,0.2104187,805.79004,136.38266,22.048332,22.048332,295.09027,119.63496,250.24161,160.74408,9.953644,9.953644,9.953644,25.615173,6.1229553,6.1229553,15.393463,4.4162292,1,0.5990784,270,211,0.24246974,0.2922986,0.8893062132376629,2,5.520354403571021,0.007061041167920656,0.0011321156197794484,"{""geodesic"":false,""type"":""Point"",""coordinates"":[15.412500000000001,48.17083333333332]}"
25_0,0.7638434167666851,255,2.4799805,11.537994,-7.284027,1183.5399,174.0568,32.061317,32.061317,441.84818,144.80423,451.73782,172.78102,2.4799805,2.4799805,2.4799805,18.44046,-1.8753357,-1.8753357,11.350708,-6.5979004,7,0.10757838,1862,312,0.23975845,0.3881231,0.7079989736333335,16,45.92420118256241,0.20954997301427838,0.05722888202032323,"{""geodesic"":false,""type"":""Point"",""coordinates"":[13.920833333333333,46.88749999999999]}"
26_0,0.6601384607160672,56,4.639374,13.813263,-5.331024,1380.4225,219.74474,32.171436,32.171436,503.8478,167.2807,416.69513,223.96333,4.639374,4.639374,4.639374,20.302887,0.2779541,0.2779541,9.010803,-3.2157898,8,0.2397658,1235,312,0.30547845,0.47114375,0.46931535688719883,13,40.543570919010776,0.189206368184992,0.05141007688237933,"{""geodesic"":false,""type"":""Point"",""coordinates"":[13.329166666666666,46.72916666666666]}"
27_0,0.69435432163382,75,2.819397,11.951752,-7.187683,1869.342,305.197,40.06815,40.06815,696.3127,209.40837,602.883,274.34726,2.819397,2.819397,2.819397,18.375488,-1.6438293,-1.6438293,9.276459,-6.241211,5,0.062611155,1650,333,0.28571427,0.376435,0.21524985521377638,17,37.79586136553095,0.1524510137903272,0.03966457774200996,"{""geodesic"":false,""type"":""Point"",""coordinates"":[13.229166666666664,46.57916666666666]}"
28_0,0.7743209287993886,254,1.90802,10.882874,-7.3621826,1629.6438,240.50877,46.90815,46.90815,609.2572,231.09613,573.5783,287.80145,1.90802,1.90802,1.90802,17.667328,-2.2722473,-2.2722473,10.010254,-5.2414856,11,0.13430062,1574,312,0.26360333,0.4583914,0.1296036887883779,25,52.72768490117704,0.4228427119848666,0.12659180430696265,"{""geodesic"":false,""type"":""Point"",""coordinates"":[13.995833333333334,47.404166666666654]}"
29_0,0.6238646887496769,63,5.7079773,14.651001,-3.535614,1423.5625,219.598,40.2829,40.2829,518.9765,204.7745,433.7004,261.59332,5.7079773,5.7079773,5.7079773,20.97882,1.9583435,1.9583435,11.290985,-0.2906494,5,0.58908343,1071,142,0.18353726,0.27297297,0.879966804990062,11,60.33192237196477,0.5973056248753135,0.1774137992593615,"{""geodesic"":false,""type"":""Point"",""coordinates"":[13.1375,47.11249999999999]}"
30_0,0.7183393020747753,245,8.013336,16.88153,-1.5722656,1255.741,197.98796,37.368244,37.368244,454.51614,185.40443,401.97513,250.53212,8.013336,8.013336,8.013336,23.234161,4.1402283,4.1402283,13.783936,2.4462585,4,0.6963968,615,313,0.23741518,0.4771544,0.8142960792897901,3,13.708501771438954,0.024852914457934337,0.004414244596130816,"{""geodesic"":false,""type"":""Point"",""coordinates"":[14.7625,47.99583333333332]}"
31_0,0.7076827571176358,86,9.598053,18.654419,-0.08682251,992.51575,165.91168,27.981379,27.981379,364.27832,146.98074,314.5538,199.71838,9.598053,9.598053,9.598053,24.93692,5.9526367,5.9526367,15.052673,4.2022095,1,0.41893864,325,242,0.25191495,0.50793225,0.058938270497213785,0,10.771132358284884,0.015552358979565663,0.002659630731964459,"{""geodesic"":false,""type"":""Point"",""coordinates"":[15.1875,48.07916666666665]}"
32_0,0.7713508094288457,97,6.9641113,16.038422,-2.9221191,1065.0275,176.43991,24.997267,24.997267,429.44138,115.88528,405.27942,146.14162,6.9641113,6.9641113,6.9641113,22.553833,2.7019043,2.7019043,14.210083,-1.0159607,6,0.4164943,853,312,0.10082384,0.30690244,0.15080062946933093,3,19.35303547063811,0.03674572458889079,0.00693224545107875,"{""geodesic"":false,""type"":""Point"",""coordinates"":[14.995833333333334,47.11249999999999]}"
33_0,0.4527409669726084,192,10.253815,19.779114,0.1487732,750.44977,128.76422,18.706158,18.706158,287.98047,97.9649,242.98486,125.20456,10.253815,10.253815,10.253815,26.344025,6.2725525,6.2725525,15.708405,3.0925598,4,0.46823642,272,211,0.2274998,0.17601784,0.39092458846048084,1,3.2113294831922596,0.0037059166417293663,6.231743616433759E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[16.62916666666667,47.55416666666665]}"
34_0,0.7753658208948688,17,8.387817,17.274017,-1.1879578,1280.3427,203.15,35.7399,35.7399,471.48184,184.1494,426.17294,244.90627,8.387817,8.387817,8.387817,23.693787,4.34906,4.34906,14.691406,2.7191467,3,0.26737285,579,231,0.3080851,0.52466184,0.43603791277841364,4,11.843910979180917,0.019861001268239854,0.0034700526095284645,"{""geodesic"":false,""type"":""Point"",""coordinates"":[14.3875,47.96249999999999]}"
35_0,0.5811991744001225,201,10.184113,19.756256,-0.17877197,739.5699,128.24863,16.571644,16.571644,288.58078,86.92465,251.35799,112.45056,10.184113,10.184113,10.184113,26.431458,5.748932,5.748932,16.49585,2.4379272,13,0.39384484,287,211,0.23480397,0.35295302,0.4341876090895773,2,3.497795386777531,0.003484041463605791,5.408902174797006E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[16.045833333333334,47.07916666666666]}"
36_0,0.7237295818965648,176,-0.0010375977,9.124329,-9.45697,1417.3145,211.27959,40.27127,40.27127,527.05066,190.66959,490.6614,235.43608,-0.0010375977,-0.0010375977,-0.0010375977,15.575165,-3.8841248,-3.8841248,7.811493,-6.9883423,1,0.12095145,2169,321,0.15454909,0.2576552,0.983178476310693,22,60.72127801883835,0.5641505375769493,0.159577444270491,"{""geodesic"":false,""type"":""Point"",""coordinates"":[12.404166666666665,46.93749999999999]}"
37_0,0.6847709596476049,96,9.941498,19.500214,-0.4671631,754.8956,130.37897,16.922215,16.922215,292.59927,90.1968,254.55081,117.10032,9.941498,9.941498,9.941498,26.231842,5.420288,5.420288,15.872498,2.1905518,8,0.32219672,350,211,0.28953773,0.51179147,0.21744609682930927,2,3.1891051160653214,0.003171991225632695,4.8686764417475237E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[15.912500000000001,46.97916666666666]}"
38_0,0.4773645178519374,192,11.144928,20.931488,0.73776245,615.12427,109.58385,14.468902,14.468902,234.22481,85.453224,185.93202,118.00553,11.144928,11.144928,11.144928,27.744019,7.178131,7.178131,15.855469,5.6831055,1,0.7816533,155,211,0.21014847,0.16672686,0.5940928481652636,1,2.7483692786707707,0.0033115399139306886,5.586543585468089E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[16.77916666666667,48.03749999999999]}"
39_0,0.6938586845565196,357,3.914734,12.802948,-5.651123,1252.5955,197.7707,33.021416,33.021416,500.55615,146.88573,486.28442,173.985,3.914734,3.914734,3.914734,19.374146,-0.31381226,-0.31381226,12.501404,-4.3418274,11,0.15496698,1196,312,0.17241347,0.4149786,0.42067021237039404,12,27.80920671775251,0.07222170640603626,0.015991361783728227,"{""geodesic"":false,""type"":""Point"",""coordinates"":[15.004166666666666,47.26249999999999]}"
40_0,0.7361097326685595,341,0.9499512,9.954834,-8.461304,1349.9235,202.029,38.42955,38.42955,483.35394,201.01057,438.8991,261.1449,0.9499512,0.9499512,0.9499512,16.630615,-3.4457397,-3.4457397,8.1197815,-4.541809,7,0.10748862,1766,312,0.17171685,0.38342336,0.08815812034082948,12,63.74039635612603,0.7199586797836868,0.21653673293326361,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.620833333333328,46.97916666666666]}"
41_0,0.7644081594935899,357,3.18396,11.943848,-5.8806458,1655.6309,246.17274,48.74094,48.74094,615.0298,241.11069,569.25146,294.13483,3.18396,3.18396,3.18396,18.402344,-0.7444458,-0.7444458,10.36615,-3.2460938,3,0.10352987,1499,321,0.09890918,0.19851068,0.1582415562673246,17,61.703249018539104,0.6633315810426642,0.19953506758264142,"{""geodesic"":false,""type"":""Point"",""coordinates"":[12.695833333333331,47.24583333333332]}"
43_0,0.7855551546619592,282,8.895508,17.699158,-0.56707764,1758.115,271.326,48.688313,48.688313,645.83923,258.28906,599.024,348.65952,8.895508,8.895508,8.895508,24.162933,4.7831726,4.7831726,15.380859,4.0822144,4,0.34306398,472,231,0.25284487,0.5116481,0.5012063109209378,1,23.849113634825297,0.05931598543305404,0.013238393113431569,"{""geodesic"":false,""type"":""Point"",""coordinates"":[12.937499999999998,47.754166666666656]}"
44_0,0.5453991320157384,116,9.6753845,19.138367,-0.22576904,638.0828,116.23523,15.617484,15.617484,258.38132,83.4795,226.56369,106.25953,9.6753845,9.6753845,9.6753845,25.863708,5.712097,5.712097,16.503845,2.6169128,2,0.4969681,300,211,0.22346771,0.23091312,0.5725506450007625,2,4.480159260288418,0.0054863731012026904,8.754981363194749E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[15.679166666666667,48.57916666666665]}"
45_0,0.7303662692445715,346,5.861023,15.112427,-4.2430725,1270.8505,196.9995,28.12407,28.12407,479.5078,143.83388,464.81882,178.74185,5.861023,5.861023,5.861023,21.50064,1.6897278,1.6897278,13.718292,-3.147522,9,0.10301692,1116,313,0.24675325,0.41311136,0.8004104140186391,10,16.54385947920229,0.03352742123375513,0.006292309056554708,"{""geodesic"":false,""type"":""Point"",""coordinates"":[14.654166666666667,46.45416666666666]}"
46_0,0.4748367025018603,121,10.472076,20.190186,0.13650513,659.36725,119.33727,16.172606,16.172606,256.25336,89.96891,216.52428,117.8371,10.472076,10.472076,10.472076,27.099518,6.367523,6.367523,16.519196,4.336029,1,0.52773786,184,112,0.1928616,0.17315131,0.927045213522923,1,3.558262774132182,0.004431547555432056,7.449577673352368E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[16.720833333333335,48.47083333333332]}"
47_0,0.7624193088714726,334,8.042572,17.110168,-1.5496521,937.198,152.91185,25.350803,25.350803,353.09915,130.73169,316.65976,168.38481,8.042572,8.042572,8.042572,23.601532,4.104706,4.104706,14.230011,1.8422852,4,0.14636946,558,312,0.29726288,0.5788618,0.6375634678952449,1,6.148783171062757,0.007619013266643867,0.0012302089378924007,"{""geodesic"":false,""type"":""Point"",""coordinates"":[15.512500000000001,48.29583333333332]}"
48_0,0.6382347824845831,250,0.48321533,9.370239,-8.77243,1554.4072,232.04987,44.362625,44.362625,588.0633,215.73622,555.65826,258.5195,0.48321533,0.48321533,0.48321533,16.071228,-3.6980286,-3.6980286,8.925995,-6.4924316,0,0.005816433,2216,321,0.1973115,0.18608916,0.3123717968930734,29,59.11047246387654,0.5613680803444198,0.16597297938512548,"{""geodesic"":false,""type"":""Point"",""coordinates"":[12.037499999999998,47.17083333333333]}"
49_0,0.59190799716409,180,11.169617,20.920563,0.79086304,645.69507,114.19276,15.35934,15.35934,247.26955,87.71449,195.66367,117.41241,11.169617,11.169617,11.169617,27.642883,7.2385864,7.2385864,15.648682,4.920471,0,0.35647136,114,411,0.26414722,0.40036148,0.44960671847564815,0,2.305213966491393,0.003183624921625627,5.355434661252935E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[16.8125,47.73749999999999]}"
50_0,0.664495987449378,222,0.20431519,9.181,-9.005676,1470.782,216.67798,43.191128,43.191128,546.295,206.97632,510.81665,253.84756,0.20431519,0.20431519,0.20431519,15.623322,-3.6029663,-3.6029663,8.296234,-6.404419,0,0.039671794,2212,321,0.13815458,0.19463561,0.7287592826800264,21,82.92961936773256,16.426161376841797,4.918694308779308,"{""geodesic"":false,""type"":""Point"",""coordinates"":[12.304166666666664,47.05416666666666]}"
52_0,0.6590020049974681,47,1.6828308,10.4374695,-7.598938,1891.5406,291.13766,49.104916,49.104916,718.8052,259.88947,665.5348,341.3764,1.6828308,1.6828308,1.6828308,16.810272,-2.7366943,-2.7366943,9.296997,-4.0065002,1,0.0054269955,1809,322,0.22160387,0.42574614,0.16748113397466946,22,55.374870860408116,0.5163927126082991,0.1588005415663782,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.487499999999995,47.39583333333332]}"
53_0,0.4500305535167991,0,10.65271,20.3667,0.36358643,653.0359,115.45798,16.067062,16.067062,249.47021,90.17568,208.25728,119.141685,10.65271,10.65271,10.65271,27.256989,6.5807495,6.5807495,16.20697,4.6274414,0,0.51160586,161,211,0.21397926,0.09856472,0.6245233634896439,0,3.202139308666781,0.004013513790327178,6.71117859130247E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[16.595833333333335,48.29583333333332]}"
54_0,0.705362966715678,241,4.1716614,12.960358,-5.246002,1277.089,198.72658,34.998596,34.998596,495.70532,157.82547,477.52386,190.15076,4.1716614,4.1716614,4.1716614,19.125153,0.14813232,0.14813232,12.695801,-4.0671997,2,0.25474787,1341,321,0.28246608,0.42666122,0.10619308828593055,3,20.351831577925502,0.03720867889306886,0.007085437378924675,"{""geodesic"":false,""type"":""Point"",""coordinates"":[15.529166666666669,47.35416666666666]}"
55_0,0.7233402004993886,175,5.266083,14.256317,-4.4641113,1174.7605,189.61145,29.27127,29.27127,471.96103,132.30038,455.576,161.05638,5.266083,5.266083,5.266083,20.830444,1.0158081,1.0158081,13.189423,-2.8010254,0,0.18430875,1125,313,0.2609971,0.53880024,0.20575755820498964,8,23.770478199455653,0.04981938269493844,0.009864524896972211,"{""geodesic"":false,""type"":""Point"",""coordinates"":[14.904166666666667,47.14583333333332]}"
56_0,0.6088264421658421,320,7.985016,17.013733,-1.5772705,857.7793,152.25252,21.849897,21.849897,349.6586,111.836044,316.36435,137.63618,7.985016,7.985016,7.985016,23.265839,4.363037,4.363037,15.244171,1.5562744,3,0.5659222,616,211,0.25421473,0.37070018,0.34135238806231194,1,9.393199330967851,0.011671769907090743,0.0019324659703259482,"{""geodesic"":false,""type"":""Point"",""coordinates"":[15.1875,48.67083333333332]}"
57_0,0.45840605301238585,299,9.027008,18.454773,-0.8241577,689.4284,121.32619,17.946087,17.946087,275.9162,92.32449,242.51965,116.50796,9.027008,9.027008,9.027008,25.165527,5.0930786,5.0930786,15.987305,2.2002258,0,0.6141225,432,211,0.2331036,0.28466043,0.20860597036518236,1,4.778849784826721,0.005843232551014592,9.386070341048478E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[15.829166666666667,48.779166666666654]}"
58_0,0.6802192648054899,65,3.92865,12.90979,-5.6979065,1115.4174,171.88269,29.4384,29.4384,428.40878,135.04233,412.93457,164.83842,3.92865,3.92865,3.92865,19.61438,-0.30670166,-0.30670166,11.83725,-4.5144043,9,0.09714424,1543,312,0.13108288,0.27710843,0.268018049895685,5,40.526067939893984,0.14932639230292408,0.03875557858814565,"{""geodesic"":false,""type"":""Point"",""coordinates"":[14.104166666666666,47.02083333333332]}"
59_0,0.7213079586021418,279,4.726349,13.69516,-4.8638916,1370.579,211.16977,39.575653,39.575653,518.2848,190.67857,482.58917,235.2194,4.726349,4.726349,4.726349,20.321045,0.48321533,0.48321533,11.987427,-2.1542969,0,0.11200495,1335,131,0.16221765,0.3462316,0.38966155443180084,17,38.38372582863087,0.1544495046383379,0.03980658057613347,"{""geodesic"":false,""type"":""Point"",""coordinates"":[14.920833333333334,47.51249999999999]}"
60_0,0.7058873330422633,106,3.1782837,11.951691,-6.309021,1853.2358,282.94586,52.514324,52.514324,669.6488,269.3277,615.3079,350.5489,3.1782837,3.1782837,3.1782837,18.402191,-1.3481445,-1.3481445,9.750244,-2.4355774,3,0.082783446,1439,312,0.27019802,0.46687067,0.7297607220579251,21,48.08849067879332,0.3629877357465515,0.10798862624048806,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.645833333333329,47.11249999999999]}"
61_0,0.7556205041434907,312,6.9615173,16.017578,-2.858429,1054.317,174.4458,26.006758,26.006758,424.65964,120.1058,396.99292,148.30121,6.9615173,6.9615173,6.9615173,22.626617,2.7243347,2.7243347,13.839844,-0.6719055,4,0.2733144,818,312,0.2796209,0.5870166,0.07162051195591568,6,26.205520094120498,0.06239084364668833,0.013052054045138378,"{""geodesic"":false,""type"":""Point"",""coordinates"":[14.879166666666666,47.20416666666666]}"
62_0,0.7236044314391165,70,7.345276,16.192657,-2.0788574,1592.8511,248.3823,44.185127,44.185127,587.28394,231.36131,542.8596,308.25107,7.345276,7.345276,7.345276,22.585327,3.3346558,3.3346558,13.531555,1.942688,3,0.15947759,729,311,0.2902368,0.45541844,0.07037172417798554,20,46.968935025863544,0.295285748065578,0.08467704642052744,"{""geodesic"":false,""type"":""Point"",""coordinates"":[14.154166666666665,47.74583333333332]}"
63_0,0.7530478798545576,105,6.405884,15.313263,-3.1105042,1171.906,195.39508,30.788916,30.788916,460.6421,156.69615,426.73993,197.32286,6.405884,6.405884,6.405884,21.519257,2.7464905,2.7464905,14.005463,0.6210022,8,0.12446451,897,312,0.23878837,0.54504895,0.7240553724626643,3,12.85227488297281,0.018183466836952804,0.0030977998321261844,"{""geodesic"":false,""type"":""Point"",""coordinates"":[14.7375,48.57083333333332]}"
64_0,0.5126736926832249,92,-3.4517212,5.639679,-12.875061,1604.06,227.61557,48.563873,48.563873,603.18225,216.97891,616.0825,255.96663,-3.4517212,-3.4517212,-3.4517212,12.261108,-7.4097595,-7.4097595,6.67807,-11.532501,0,0.0027008718,2582,332,0.04540826,0.02488443,0.7580240041330394,14,63.89632038998376,0.7125256386620782,0.20666222386418875,"{""geodesic"":false,""type"":""Point"",""coordinates"":[12.762499999999998,47.029166666666654]}"
