NDVI,aspect,b1,b10,b11,b12,b13,b14,b15,b16,b17,b18,b19,b2,b3,b4,b5,b6,b7,b8,b9,CHM,eastness,elevation,GHMI,CORINE Land Cover 2018,NARI,NCRI,northness,slope,snow_cover,snow_depth,SWE,.geo
0.6632461731610128,335,3.258667,12.161102,-6.074585,1585.8601,231.69727,47.798473,47.798473,568.56195,237.88237,523.41644,292.7468,3.258667,3.258667,3.258667,18.865814,-0.8685913,-0.8685913,10.489258,-3.121643,5,-0.422618262,1507,0.16372964,312,0.30106762,0.42350018,0.906307787,12,51.402432700460274,0.3694192770676585,0.1077230125597716,"{""geodesic"":false,""type"":""Point"",""coordinates"":[13.270833333333332,47.31249999999999]}"
0.7083027339628144,83,9.753479,18.767517,0.0871582,934.37714,154.19147,26.628582,26.628582,336.922,140.41733,290.53885,194.37712,9.753479,9.753479,9.753479,25.108826,6.0760193,6.0760193,14.940674,5.176544,3,0.992546152,344,0.42189685,243,0.23914172,0.4161681,0.12186934340514749,3,9.661628997983641,0.013307055652929776,0.002238644,"{""geodesic"":false,""type"":""Point"",""coordinates"":[14.795833333333334,48.13749999999999]}"
0.6455596866837391,36,9.8558655,19.344452,-0.43371582,750.0079,129.3513,16.944584,16.944584,291.1271,88.94814,253.4125,114.85769,9.8558655,9.8558655,9.8558655,25.983734,5.443512,5.443512,15.653351,2.0454102,4,0.5877852522924731,345,0.53804374,242,0.25130042,0.37461862,0.8090169943749475,3,3.703484809621523,0.003669513,5.696504778150984E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[15.8625,47.07916666666666]}"
0.7781714399395487,172,6.813263,15.747009,-2.7843323,1397.2924,220.70908,40.89813,40.89813,516.74915,202.81123,461.5981,268.9846,6.813263,6.813263,6.813263,22.156006,2.7982483,2.7982483,13.083191,1.0849609,10,0.13917310096006533,859,0.095760085,312,0.31789368,0.4338568,-0.990268069,9,27.599816109674247,0.082205867,0.018069200248300783,"{""geodesic"":false,""type"":""Point"",""coordinates"":[14.8625,47.779166666666654]}"
0.7468108723243142,153,9.382111,18.654938,-0.4466858,827.929,139.93333,20.546427,20.546427,321.53967,103.19501,283.07126,130.41714,9.382111,9.382111,9.382111,24.995575,5.4613647,5.4613647,15.768951,2.0115967,14,0.45399049973954686,462,0.17007563,313,0.3105218,0.5809628,-0.891006524,3,5.362662604558539,0.006329065,0.001053113,"{""geodesic"":false,""type"":""Point"",""coordinates"":[16.420833333333334,47.629166666666656]}"
0.401728127,299,-0.063079834,8.882355,-9.261139,1495.494,219.7591,43.958946,43.958946,557.25714,210.41035,526.4163,256.1176,-0.063079834,-0.063079834,-0.063079834,15.41156,-3.9517517,-3.9517517,8.285034,-6.7643433,0,-0.874619707,2133,0.003265601,332,0.010181801,0.009735639,0.4848096202463373,11,66.58518114276961,0.8071655885737289,0.22979572256351788,"{""geodesic"":false,""type"":""Point"",""coordinates"":[12.24583333333333,47.08749999999999]}"
0.7593080869891798,342,3.9863281,13.055695,-5.5858154,1190.6277,182.10884,31.987371,31.987371,438.23337,153.74687,392.1643,196.61324,3.9863281,3.9863281,3.9863281,19.71344,-0.09576416,-0.09576416,10.637573,-3.9450378,12,-0.309016994,1486,0.13367431,312,0.22908095,0.51645976,0.9510565162951535,15,51.40918859367875,0.31887103496922026,0.091655951,"{""geodesic"":false,""type"":""Point"",""coordinates"":[13.662499999999998,46.95416666666666]}"
0.4872475226514568,108,9.234009,18.674225,-0.6451416,700.06055,123.951965,17.694263,17.694263,279.89536,92.665375,247.55107,117.66932,9.234009,9.234009,9.234009,25.446198,5.210785,5.210785,16.140228,2.2666016,0,0.9510565162951536,383,0.54164433,211,0.22644494,0.1868542,-0.309016994,1,4.098338908601232,0.005048913,8.104021996055843E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[15.804166666666667,48.61249999999998]}"
0.7562147972107882,164,5.0892334,14.036835,-4.4954224,1886.6842,285.73474,52.22691,52.22691,689.18854,274.36365,632.3802,361.34372,5.0892334,5.0892334,5.0892334,20.680664,0.73620605,0.73620605,12.052795,-0.7876282,9,0.2756373558169992,1231,0.23148659,313,0.31362194,0.3390632,-0.961261696,13,48.24493795065264,0.3494052565157604,0.10325676596876807,"{""geodesic"":false,""type"":""Point"",""coordinates"":[13.279166666666665,47.629166666666656]}"
0.7146188404359664,303,0.7404785,9.543121,-8.511261,1695.7671,255.29745,47.34481,47.34481,646.1216,234.30232,604.03906,276.50906,0.7404785,0.7404785,0.7404785,16.2695,-3.6140137,-3.6140137,8.570282,-6.020935,1,-0.838670568,1895,0.114006564,312,0.112537436,0.33673695,0.5446390350150266,16,57.800892131925444,0.526155666,0.15612324084313667,"{""geodesic"":false,""type"":""Point"",""coordinates"":[11.712499999999997,47.24583333333332]}"
0.7259986279281092,31,10.70047,20.366821,0.44345093,664.8605,116.258156,15.936077,15.936077,254.32513,90.6599,207.65721,122.95249,10.70047,10.70047,10.70047,27.04773,6.7943115,6.7943115,15.7144165,5.17511,19,0.5150380749100542,245,0.17606047,311,0.27809393,0.57863843,0.8571673007021123,2,2.8376271134362177,0.00349189,5.915597101569012E-4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[16.745833333333337,47.98749999999999]}"
0.7447091104752006,125,7.416046,16.267822,-2.0878906,1329.3029,212.95049,38.442955,38.442955,491.44473,191.95676,437.89014,255.95969,7.416046,7.416046,7.416046,22.490143,3.6914978,3.6914978,13.292114,1.4955444,9,0.8191520442889917,675,0.23958345,313,0.32848042,0.4972452,-0.573576436,6,17.229096753163475,0.034788703,0.006365296,"{""geodesic"":false,""type"":""Point"",""coordinates"":[15.220833333333335,47.98749999999999]}"
0.6744902702409077,179,3.3216858,12.492798,-6.664734,1376.4098,213.33604,33.33105,33.33105,498.83786,168.2304,437.8648,219.30957,3.3216858,3.3216858,3.3216858,19.196106,-1.1321411,-1.1321411,8.832703,-4.8720703,12,0.017452406,1580,0.086409785,312,0.28035322,0.46816096,-0.999847695,19,37.37552279269266,0.16048355206908343,0.042200855017251966,"{""geodesic"":false,""type"":""Point"",""coordinates"":[13.412499999999998,46.720833333333324]}"
0.6330633841515841,62,9.7717285,18.98471,0.012237549,815.4468,140.30156,21.141722,21.141722,314.7235,109.26083,270.9739,139.126,9.7717285,9.7717285,9.7717285,25.373688,5.918976,5.918976,15.988892,2.849884,7,0.8829475928589269,326,0.5878191,242,0.26544943,0.45645392,0.46947156278589086,3,6.293318651497663,0.007891598,0.001328866,"{""geodesic"":false,""type"":""Point"",""coordinates"":[16.179166666666667,47.904166666666654]}"
0.6776030155826923,82,9.127594,17.917694,-0.25613403,1309.537,203.77805,38.01534,38.01534,464.9776,196.66925,423.4306,266.852,9.127594,9.127594,9.127594,24.254883,5.3635254,5.3635254,14.778107,4.5481567,5,0.9902680687415704,489,0.7014432,112,0.22712749,0.42599374,0.13917310096006547,3,8.671445166,0.011638872709330825,0.001942539,"{""geodesic"":false,""type"":""Point"",""coordinates"":[13.1375,48.07083333333332]}"
0.8025777042842188,12,7.071808,15.921356,-2.3495178,1589.1183,246.92972,44.14296,44.14296,583.2269,230.40974,536.139,306.08414,7.071808,7.071808,7.071808,22.31192,3.047699,3.047699,13.436615,1.6361694,13,0.20791169081775934,718,0.14994824,311,0.31258023,0.5653503,0.9781476007338057,6,35.16682853646546,0.13182948052040583,0.033293316,"{""geodesic"":false,""type"":""Point"",""coordinates"":[14.120833333333334,47.79583333333332]}"
0.5700763884824744,17,10.269531,19.711914,-0.16226196,965.5196,167.36478,19.726181,19.726181,378.99164,106.548904,333.34305,145.68854,10.269531,10.269531,10.269531,26.243774,5.875061,5.875061,15.930695,2.3121643,0,0.29237170472273677,296,0.86060333,211,0.2236594,0.29997134,0.9563047559630354,1,8.204791234716998,0.012114462654611264,0.002174442,"{""geodesic"":false,""type"":""Point"",""coordinates"":[15.370833333333334,46.754166666666656]}"
0.7175711537352932,42,8.213226,17.37027,-1.4096985,788.1543,137.13345,20.8737,20.8737,315.71152,105.32356,281.33527,131.08923,8.213226,8.213226,8.213226,23.786163,4.4692993,4.4692993,15.3307495,1.4581909,10,0.6691306063588582,594,0.17479181,312,0.2991453,0.5109045,0.7431448254773942,1,7.503619693698701,0.009133509,0.001492371,"{""geodesic"":false,""type"":""Point"",""coordinates"":[15.4375,48.74583333333332]}"
0.578449117,56,10.372894,19.524872,0.5993042,1323.4907,228.10472,23.294863,23.294863,503.1238,148.76971,365.8691,223.4222,10.372894,10.372894,10.372894,25.54126,6.543762,6.543762,13.325287,4.134918,4,0.8290375725550417,497,0.7791117,211,0.1890819,0.33760682,0.5591929034707468,1,22.345089266629618,0.042778046,0.008043358,"{""geodesic"":false,""type"":""Point"",""coordinates"":[13.9375,46.61249999999999]}"
0.7394716294227248,70,2.3285522,11.209137,-6.9108276,1396.2621,211.8313,39.077023,39.077023,518.4859,200.2398,470.71295,248.68379,2.3285522,2.3285522,2.3285522,17.723236,-1.8631287,-1.8631287,9.4123535,-3.5841675,3,0.9396926207859083,1643,0.21403912,231,0.25279316,0.38726506,0.3420201433256688,6,64.66172697,0.7202489655473381,0.21022260732646408,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.862499999999995,46.98749999999999]}"
0.8256148195928966,90,4.1713257,13.006439,-5.0234985,1528.815,227.34651,45.824047,45.824047,554.49384,225.60774,502.1808,274.4796,4.1713257,4.1713257,4.1713257,19.554108,0.20123291,0.20123291,10.976257,-2.0527954,11,1,1362,0.16959864,312,0.2646128,0.55217284,6.123233995736766E-17,23,54.31228703100063,0.4323599659249601,0.12827391201537655,"{""geodesic"":false,""type"":""Point"",""coordinates"":[13.087499999999999,47.22916666666666]}"
